owner_acronym,total_entries,total_contracts,total_amendments
ssc,152,127,25
gac,116,97,19
dnd,41,41,0
pspc,16,16,0
cnsc,12,12,0
ircc,11,11,0
pptc,8,8,0
pc,6,6,0
tc,5,5,0
hc,5,5,0
nrcan,5,5,0
ic,4,4,0
rcmp,3,3,0
cra,3,3,0
phac,3,3,0
inac,2,2,0
lac,2,2,0
dfo,2,2,0
cgc,1,1,0
ec,1,1,0
ceaa,1,1,0
nrc,1,1,0
ccohs,1,1,0
osgg,1,1,0
crtc,1,1,0
pch,1,1,0
psc,1,1,0
