owner_acronym,effective_year,sum_yearly_value
agr,2013,30964.32
agr,2014,111399.72
agr,2015,156020.04
agr,2016,727083.48
agr,2017,651063.92
csc,2014,517695.00
csc,2015,1150754.00
csc,2016,529330.19
csc,2017,231671.99
dfo,2010,528740.40
dfo,2011,418599.02
dfo,2012,307077.22
dfo,2013,32940.72
dfo,2014,674178.73
dfo,2017,12947.10
dnd,2009,1104570.65
dnd,2010,5156447.64
dnd,2011,4185162.83
dnd,2012,3430771.85
dnd,2013,5998888.71
dnd,2014,12181038.58
dnd,2015,12871649.45
dnd,2016,4600804.29
dnd,2017,3140165.54
ec,2011,221997.94
ic,2013,11560.00
ic,2014,55220.00
inac,2013,73500.00
inac,2014,73500.00
nrc,2009,180000.00
nrc,2010,180000.00
nrc,2011,180000.00
nrc,2013,172500.00
nrc,2014,1932703.00
nrc,2015,133881.00
nrc,2016,186900.00
pc,2008,114920.58
pc,2009,123358.31
pc,2010,127694.26
pc,2011,306855.78
pc,2012,307040.41
pc,2013,530312.34
pc,2014,1522216.33
pc,2015,1213304.13
pc,2016,756726.62
pc,2017,289018.43
pspc,2009,12708.45
pspc,2010,1871580.10
pspc,2011,1061144.31
pspc,2012,2967037.38
pspc,2013,45937.38
pspc,2014,498750.00
pspc,2015,834710.00
pspc,2016,61700.00
rcmp,2008,57800.89
rcmp,2009,145098.06
rcmp,2010,802043.72
rcmp,2011,678178.53
rcmp,2012,744118.53
rcmp,2013,64454.84
rcmp,2014,150697.38
rcmp,2015,705882.55
rcmp,2016,619640.00
rcmp,2017,-81643.29
