owner_acronym,total_entries,total_contracts,total_amendments
dnd,1367,1320,47
pc,269,267,2
csc,84,76,8
rcmp,58,54,4
agr,51,46,5
dfo,47,39,8
pspc,22,22,0
nrc,9,5,4
ic,8,8,0
ec,2,1,1
inac,1,1,0
