owner_acronym,total_entries,total_contracts,total_amendments
dnd,164,120,44
esdc,32,31,1
tc,20,18,2
nrc,11,11,0
dfo,4,1,3
ic,2,2,0
ircc,1,1,0
neb,1,1,0
cnsc,1,1,0
nrcan,1,1,0
csc,1,1,0
