owner_acronym,effective_year,sum_yearly_value
cnsc,2014,35708.00
cnsc,2015,35708.00
dfo,2017,3324139.66
dnd,2008,6016224.20
dnd,2009,94650842.22
dnd,2010,86485911.28
dnd,2011,51058550.78
dnd,2012,48705387.95
dnd,2013,41273673.65
dnd,2014,30509627.78
dnd,2015,27400919.89
dnd,2016,82076756.02
dnd,2017,60815780.83
esdc,2012,209812.33
esdc,2013,1024271.48
esdc,2014,1003207.03
esdc,2015,268271.49
esdc,2016,144290.80
esdc,2017,168782.91
ircc,2009,147979.41
ircc,2010,147979.41
ircc,2011,147979.41
neb,2014,13111.88
neb,2015,13111.88
neb,2016,13111.88
neb,2017,13111.88
nrc,2011,23160.00
nrc,2012,69077.00
nrc,2013,47474.00
nrc,2014,40650.00
nrcan,2013,67448.29
nrcan,2014,67448.29
tc,2011,310841.36
tc,2012,360320.84
tc,2013,69702.70
tc,2014,35030.00
tc,2015,1000324.04
tc,2016,1029760.54
tc,2017,179993.76
