owner_acronym,sum_effective_value
pspc,97461599.09
pc,1634556.01
rcmp,1620954.24
dfo,1388073.25
dnd,379131.59
nrc,242897.00
cgc,118125.00
ec,43298.00
cbsa,16301.57
