owner_acronym,source_year,total_entries,total_contracts,total_amendments
cbsa,2015,1,1,0
cbsa,2016,1,1,0
cgc,2017,2,2,0
dfo,2012,6,4,2
dfo,2013,7,6,1
dfo,2014,1,1,0
dfo,2015,2,1,1
dfo,2016,1,1,0
dfo,2017,4,3,1
dnd,2013,4,4,0
dnd,2014,6,6,0
dnd,2015,4,4,0
dnd,2016,3,3,0
dnd,2017,3,3,0
ec,2014,1,1,0
ec,2016,2,2,0
nrc,2014,1,1,0
nrc,2015,2,1,1
pc,2012,1,1,0
pc,2013,3,2,1
pc,2014,1,1,0
pc,2015,1,1,0
pspc,2012,3,3,0
pspc,2013,6,3,3
pspc,2014,4,2,2
pspc,2015,1,1,0
pspc,2016,4,2,2
pspc,2017,8,6,2
rcmp,2012,2,2,0
rcmp,2013,2,1,1
rcmp,2014,2,2,0
rcmp,2015,1,1,0
rcmp,2016,2,1,1
rcmp,2017,2,2,0
