owner_acronym,sum_effective_value
ssc,21461640.06
ircc,19752487.48
rcmp,12558461.14
inac,9134534.73
esdc,6226289.81
dnd,3594245.45
stats,1735706.82
agr,1578254.47
psc,1135261.00
pspc,986816.76
dfo,932942.91
ec,823126.04
pch,746406.42
ps,695864.77
cra,566457.99
phac,474333.66
csc,387605.82
ic,353820.50
tbs,251099.37
infra,182802.36
fin,159547.50
pc,144519.77
cnsc,138497.96
hc,83999.73
tc,72885.00
csa,53823.04
nrc,53057.00
fcac,27052.35
ceaa,22000.00
nrcan,19973.25
pptc,13290.55
