owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,2,1,1
agr,2015,1,0,1
agr,2016,2,2,0
agr,2017,1,1,0
ceaa,2010,1,1,0
cfia,2011,1,1,0
cfia,2013,1,1,0
cnsc,2009,1,1,0
cnsc,2010,2,2,0
cnsc,2011,1,1,0
cra,2009,1,1,0
cra,2011,1,1,0
cra,2012,4,1,3
cra,2013,2,2,0
cra,2014,1,1,0
cra,2017,2,1,1
csa,2009,1,1,0
csc,2016,2,1,1
dfo,2010,15,13,2
dfo,2011,11,9,2
dfo,2012,1,1,0
dfo,2017,1,1,0
dnd,2009,2,2,0
dnd,2010,7,7,0
dnd,2011,12,11,1
dnd,2012,5,4,1
dnd,2013,3,3,0
dnd,2014,4,4,0
dnd,2015,1,1,0
dnd,2016,1,0,1
ec,2008,1,1,0
ec,2009,7,7,0
ec,2010,8,8,0
ec,2011,3,3,0
ec,2012,2,2,0
ec,2013,2,2,0
esdc,2008,2,2,0
esdc,2009,5,5,0
esdc,2010,5,5,0
esdc,2011,3,3,0
fcac,2012,1,1,0
fcac,2014,1,1,0
fin,2008,2,2,0
fin,2011,1,1,0
hc,2011,6,6,0
ic,2009,3,3,0
ic,2010,5,5,0
ic,2011,3,2,1
inac,2013,1,1,0
inac,2014,13,10,3
inac,2015,2,2,0
inac,2016,2,1,1
infra,2016,1,1,0
infra,2017,1,0,1
ircc,2010,6,5,1
ircc,2011,5,2,3
ircc,2012,11,8,3
ircc,2013,26,19,7
ircc,2014,22,11,11
ircc,2015,39,28,11
ircc,2016,33,23,10
ircc,2017,30,12,18
nrc,2009,1,1,0
nrc,2010,2,2,0
nrc,2011,2,2,0
nrcan,2011,1,1,0
pc,2008,2,2,0
pc,2009,2,2,0
pc,2010,2,2,0
pc,2011,1,1,0
pch,2008,6,6,0
pch,2009,6,6,0
pch,2010,6,6,0
pch,2011,4,3,1
phac,2011,6,6,0
pptc,2010,3,3,0
ps,2008,1,1,0
ps,2009,7,7,0
ps,2010,6,6,0
ps,2011,6,6,0
psc,2008,4,4,0
psc,2009,4,2,2
psc,2010,1,1,0
psc,2011,1,1,0
pspc,2008,31,31,0
pspc,2009,1,1,0
pspc,2010,3,3,0
pspc,2011,4,4,0
pspc,2014,1,1,0
rcmp,2008,11,6,5
rcmp,2009,13,12,1
rcmp,2010,31,27,4
rcmp,2011,43,41,2
rcmp,2013,2,1,1
rcmp,2014,3,1,2
rcmp,2015,2,1,1
rcmp,2016,2,0,2
rcmp,2017,1,0,1
ssc,2011,1,1,0
ssc,2012,73,37,36
ssc,2013,45,42,3
ssc,2014,10,8,2
ssc,2015,3,3,0
ssc,2016,7,6,1
ssc,2017,10,7,3
stats,2008,3,3,0
stats,2009,7,7,0
stats,2010,4,4,0
stats,2011,2,2,0
tbs,2008,3,3,0
tbs,2009,1,1,0
tbs,2011,1,1,0
tbs,2013,1,1,0
tc,2013,1,1,0
