owner_acronym,total_entries,total_contracts,total_amendments
rcmp,462,188,274
dnd,210,115,95
agr,76,32,44
csa,33,29,4
pspc,28,19,9
inac,27,26,1
tc,6,3,3
ic,6,4,2
nrc,6,6,0
hc,5,3,2
ec,5,2,3
phac,5,3,2
csc,5,2,3
nrcan,3,3,0
cra,3,2,1
esdc,3,2,1
cbsa,3,2,1
ps,2,2,0
ssc,2,2,0
neb,1,1,0
ocol,1,1,0
pco,1,1,0
gac,1,1,0
sirc,1,1,0
tbs,1,1,0
