owner_acronym,effective_year,sum_yearly_value
csc,2015,29923.00
csc,2016,906790.80
csc,2017,1145294.15
dfo,2010,7702671.00
dfo,2011,21002040.59
dfo,2012,25828713.12
dfo,2013,24401253.87
dfo,2014,11964311.17
dfo,2015,15405738.11
dfo,2016,8998441.05
dfo,2017,19178839.49
dnd,2008,415756.22
dnd,2009,424673.75
dnd,2010,1161153.74
dnd,2011,3129559.93
dnd,2012,4254141.30
dnd,2013,6608368.81
dnd,2014,3995052.24
dnd,2015,3523721.38
dnd,2016,3473294.66
dnd,2017,6510371.43
ec,2008,90666.67
ec,2009,52879.62
nrc,2017,47720.10
pc,2013,32021.76
pc,2014,224822.39
pc,2015,141880.51
pc,2016,95985.14
pc,2017,89081.62
tc,2012,125728.64
tc,2013,147473.52
tc,2014,129867.64
tc,2015,484326.91
tc,2016,101541.14
tc,2017,145554.81
