owner_acronym,total_entries,total_contracts,total_amendments
dfo,943,918,25
dnd,853,848,5
csc,64,61,3
tc,52,48,4
pc,18,18,0
ec,3,3,0
nrc,1,1,0
nrcan,1,1,0
