owner_acronym,effective_year,sum_yearly_value
acoa,2008,161545.99
acoa,2009,82625.6
acoa,2010,99777.92
acoa,2011,121609.91
acoa,2012,93683.47
acoa,2013,57675.075
acoa,2014,57675.075
cbsa,2014,144791.83
cbsa,2015,691560
cbsa,2016,711900
cbsa,2017,1947262.8
cra,2010,840688.91
cra,2012,289583.87
cra,2013,289583.87
dnd,2008,51723970.863636
dnd,2009,51770756.863636
dnd,2010,55112262.608636
dnd,2011,53560657.963636
dnd,2012,57148289.578636
dnd,2013,927304147.983636
dnd,2014,925355242.133636
dnd,2015,71070835.0603027
dnd,2016,-496001131.333333
dnd,2017,1373868.66666667
ec,2010,661791.22
esdc,2015,429462.705
esdc,2016,429462.705
esdc,2017,286308.47
gac,2009,24822
gac,2010,1766708.388
gac,2011,1741886.388
gac,2012,1925876.388
gac,2013,2068122.10466667
gac,2014,1449380.68466667
gac,2015,776879.71666667
gac,2016,776879.71666667
gac,2017,776879.71666667
pspc,2008,105097.52
pspc,2009,71599.92
pspc,2011,144522.78
stats,2008,146010.68
stats,2011,41014.815
stats,2012,67526.315
vac,2011,262367.145
vac,2012,79727.915
vac,2013,44235.15
vac,2014,93347.3
vac,2015,118315.19
