owner_acronym,sum_effective_value
dnd,1698418900.38909
gac,11307435.1033333
cbsa,3495514.63
cra,1419856.65
esdc,1145233.88
acoa,674593.04
ec,661791.22
vac,597992.7
pspc,321220.22
stats,254551.81
ssc,234302.85
nrcan,152640.4
cnsc,145654.62
ic,83020
ircc,64876.46
dfo,64695.47
cfia,49720
hc,43054.53
tc,24458.04
vrab,14147
phac,0
