source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,14,6,5,3,102773.37,124207.94,246073.79
2017,18,11,3,4,169213.25,74103.14,443207.45
