source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2010,1525,957,568,16557327.37,52565011.89
2011,2741,1732,1009,30131701.24,133589126.56
2012,2124,1297,827,22132698.23,158577746.00
2013,1950,1095,855,19167998.46,135690127.33
2014,1958,1076,882,19058862.31,449360136.87
2015,1662,972,690,17236173.01,138054092.75
2016,1525,882,643,15646148.30,118291333.19
2017,697,471,226,8573358.47,70427953.74
