owner_acronym,effective_year,sum_yearly_value
acoa,2008,39962.45
acoa,2009,20407.80
acoa,2010,42429.76
acoa,2017,54060.58
agr,2017,105722.33
cas,2017,53453.82
cbsa,2014,15255.00
cbsa,2015,348348.18
cbsa,2016,981868.57
cbsa,2017,141211.50
ced,2017,30379.27
cfia,2012,33502.00
cfia,2013,1224355.00
cfia,2016,328748.64
cfia,2017,113473.47
cihr,2016,225314.42
cpc,2017,53705.96
cra,2017,10802.53
csc,2016,254694.00
csc,2017,209737.75
dfo,2010,63969.81
dfo,2011,9705.85
dnd,2008,85670.00
dnd,2009,1768604.42
dnd,2010,41201.00
dnd,2011,1051593.56
dnd,2012,872323.48
dnd,2013,1927122.76
dnd,2014,2207246.53
dnd,2015,5299157.78
dnd,2016,3965995.60
dnd,2017,5695242.79
ec,2008,601587.06
ec,2009,742585.47
ec,2010,335497.89
ec,2011,274514.52
ec,2012,371958.43
ec,2013,14986.00
ec,2014,9388.50
ec,2016,45010.79
ec,2017,38817.45
esdc,2008,201695.55
esdc,2010,6231.75
esdc,2011,6231.75
esdc,2012,21756.00
esdc,2013,681140.09
esdc,2014,681140.09
esdc,2017,5117.55
fcac,2013,17659.35
fcac,2014,181718.12
fcac,2015,55148.07
fcac,2016,76920.18
fcac,2017,70711.33
feddev,2010,26003.00
feddev,2011,21234.11
feddev,2012,37653.00
feddev,2014,92090.18
fin,2017,26797.95
fintrac,2008,10250.00
fintrac,2009,10250.00
gac,2008,70205.63
gac,2009,70205.63
gac,2010,70205.63
gac,2015,80167.94
gac,2017,12189.88
hc,2012,12390.79
hc,2017,1487569.68
ic,2008,300016.25
ic,2009,231065.25
ic,2010,263241.75
ic,2011,264397.25
ic,2012,134265.00
ic,2013,18018.50
ic,2014,526722.00
ic,2015,107019.50
ic,2016,787416.50
ic,2017,216811.66
inac,2014,11105.64
inac,2017,30510.00
just,2008,25546.00
just,2009,194561.22
just,2011,186509.01
just,2012,135720.76
just,2013,17637.43
just,2014,130642.15
just,2015,168225.55
just,2016,183746.92
just,2017,117969.09
lac,2014,201165.26
lac,2015,12014.89
nrc,2015,74751.00
nrc,2016,74751.00
nrcan,2011,76469.13
nrcan,2012,45460.47
osfi,2017,182708.01
osgg,2017,26345.95
pc,2016,28997.71
pc,2017,46916.78
pch,2016,431739.76
phac,2012,30050.54
phac,2017,18081.00
ppsc,2008,6835.50
ppsc,2009,97555.50
ppsc,2011,10130.45
ps,2008,122960.00
ps,2009,122960.00
ps,2010,122960.00
ps,2011,122960.00
ps,2012,59040.15
psc,2013,77967.00
pspc,2008,339051.62
pspc,2009,253126.90
pspc,2010,73037.13
pspc,2011,17204.71
rcmp,2008,771770.39
rcmp,2009,811155.07
rcmp,2010,1382202.16
rcmp,2011,3746614.89
rcmp,2012,3078285.64
rcmp,2013,2013593.04
rcmp,2014,1683358.34
rcmp,2015,698284.12
rcmp,2016,271443.95
rcmp,2017,8494699.31
ssc,2012,592035.64
ssc,2013,1547623.26
ssc,2014,2113932.24
ssc,2015,473939.99
ssc,2016,153912.07
ssc,2017,29405304.88
stats,2008,107975.00
stats,2009,84873.47
stats,2010,107336.80
stats,2011,35525.00
stats,2012,1523028.75
stats,2013,35525.00
tc,2011,288376.46
tc,2012,35194.78
tc,2013,46547.02
tc,2014,44497.99
tc,2015,90078.25
tc,2017,293065.50
