vendor_normalized,effective_year,sum_yearly_value
ALTIS HUMAN RESOURCES,2008,125458.51
ALTIS HUMAN RESOURCES,2009,80943.75
ALTIS HUMAN RESOURCES,2011,8969.4
ALTIS HUMAN RESOURCES,2013,60418.59
ALTIS HUMAN RESOURCES,2014,47617.5
ALTIS HUMAN RESOURCES,2015,47617.5
ALTIS HUMAN RESOURCES,2016,36154.36
ARTEMP PERSONNEL SERVICES,2009,35937.5
ARTEMP PERSONNEL SERVICES,2010,52437.5
ARTEMP PERSONNEL SERVICES,2012,167500
ARTEMP PERSONNEL SERVICES,2013,312093.6
ARTEMP PERSONNEL SERVICES,2014,71009.5
EXCEL HUMAN RESOURCES,2008,180627.99
EXCEL HUMAN RESOURCES,2009,124831.705
EXCEL HUMAN RESOURCES,2010,24693.33
EXCEL HUMAN RESOURCES,2011,24852.005
EXCEL HUMAN RESOURCES,2012,30078.75
EXCEL HUMAN RESOURCES,2013,103371.875
EXCEL HUMAN RESOURCES,2014,103896.875
EXCEL HUMAN RESOURCES,2015,49743.75
INTERNATIONAL REPORTING,2011,141530
INTERNATIONAL REPORTING,2013,270539
LIONBRIDGE,2014,134750
LIONBRIDGE,2015,65250
LIONBRIDGE,2016,90333.83
LIONBRIDGE,2017,90333.83
MAINLAND REPORTING SERVICES,2008,75000
MAINLAND REPORTING SERVICES,2009,125429.45
MAINLAND REPORTING SERVICES,2010,50429.45
MAINLAND REPORTING SERVICES,2013,90705
MAINLAND REPORTING SERVICES,2014,90705
PHASELOCK SYSTEMS INTERNATIONAL,2011,70635
PHASELOCK SYSTEMS INTERNATIONAL,2012,160864.05
PHASELOCK SYSTEMS INTERNATIONAL,2013,80990.34
PHASELOCK SYSTEMS INTERNATIONAL,2015,73992.5
RENAUD EXPERTISE,2008,116666.666666667
RENAUD EXPERTISE,2009,116666.666666667
RENAUD EXPERTISE,2010,172248.711666667
RENAUD EXPERTISE,2011,105582.045
TOTEM OFFISOURCE,2016,24876.28
TOTEM OFFISOURCE,2017,789309.44
XEROX,2008,66548.23
XEROX,2009,53490.23
XEROX,2010,86683.15
XEROX,2011,70279.8966666667
XEROX,2012,66227.6116666667
XEROX,2013,117204.299047619
XEROX,2014,96711.3040476191
XEROX,2015,88361.6840476191
XEROX,2016,90847.6323809524
XEROX,2017,79457.1657142857
