vendor_normalized,effective_year,sum_yearly_value
CANADIAN CORPS OF COMMISSIONAIRES,2008,29000
CANADIAN CORPS OF COMMISSIONAIRES,2009,105125
CANADIAN CORPS OF COMMISSIONAIRES,2010,302758.345
CANADIAN CORPS OF COMMISSIONAIRES,2011,409576.455
CANADIAN CORPS OF COMMISSIONAIRES,2012,210063.11
CANADIAN CORPS OF COMMISSIONAIRES,2013,190130.9
CANADIAN CORPS OF COMMISSIONAIRES,2014,362549.155
CANADIAN CORPS OF COMMISSIONAIRES,2015,372125.155
CANADIAN CORPS OF COMMISSIONAIRES,2016,391720.87
CANADIAN CORPS OF COMMISSIONAIRES,2017,240851.68
DELL COMPUTER,2008,624315.985
DELL COMPUTER,2009,271644.165
DELL COMPUTER,2010,624352.38
DELL COMPUTER,2011,260231.95
EXCEL HUMAN RESOURCES,2009,318294.375
EXCEL HUMAN RESOURCES,2010,454730.4275
EXCEL HUMAN RESOURCES,2011,1030689.8925
EXCEL HUMAN RESOURCES,2012,796077.3
EXCEL HUMAN RESOURCES,2013,452209.985
EXCEL HUMAN RESOURCES,2014,231379.19
EXCEL HUMAN RESOURCES,2015,150810.84
EXCEL HUMAN RESOURCES,2016,187215.21
EXCEL HUMAN RESOURCES,2017,284217.6
IBM CANADA,2008,670697.85
IBM CANADA,2009,1211692.99
IBM CANADA,2010,842349.7
IBM CANADA,2011,1092008.355
IBM CANADA,2012,234641.995
IBM CANADA,2013,55403.435
IBM CANADA,2014,161564.925
IBM CANADA,2015,106161.49
IBM CANADA,2016,79851.7
IBM CANADA,2017,233978.5
ITEX,2008,162756.805
ITEX,2009,1155639.45833333
ITEX,2010,265166.893333333
ITEX,2011,826581.543333333
ITEX,2012,33003.29
ITEX,2017,69150.92
NORTHERN MICRO,2008,60353.16
NORTHERN MICRO,2009,297483.62
NORTHERN MICRO,2010,227500.66
NORTHERN MICRO,2011,583572.58
NORTHERN MICRO,2012,19702.58
NORTHERN MICRO,2016,386463.59
NORTHERN MICRO,2017,179147.94
SI SYSTEMS,2008,243950.21
SI SYSTEMS,2009,44832.48
SI SYSTEMS,2010,136080
SI SYSTEMS,2011,132720
SI SYSTEMS,2012,314549.875
SI SYSTEMS,2013,132096.375
SI SYSTEMS,2014,239449.1
SI SYSTEMS,2015,291234.775
SI SYSTEMS,2016,351277.325
SI SYSTEMS,2017,478425.54
SOFTCHOICE,2008,223508.475
SOFTCHOICE,2009,483580.385
SOFTCHOICE,2010,352296.695
SOFTCHOICE,2011,369253.935
SOFTCHOICE,2012,172559.98
SOFTCHOICE,2013,87863.6
SOFTCHOICE,2016,26936.1
SOFTCHOICE,2017,15137.165
TELUS CANADA,2008,158315.005
TELUS CANADA,2009,162878.79
TELUS CANADA,2010,546625.81
TELUS CANADA,2011,15089.745
TELUS CANADA,2012,17579.49
TELUS CANADA,2013,17579.49
TELUS CANADA,2014,38222.62
TELUS CANADA,2015,17579.49
TELUS CANADA,2016,8789.745
TELUS CANADA,2017,634193.06
VERITAAQ TECHNOLOGY HOUSE,2008,393750.02
VERITAAQ TECHNOLOGY HOUSE,2009,33075
VERITAAQ TECHNOLOGY HOUSE,2010,121489.69
VERITAAQ TECHNOLOGY HOUSE,2011,428089.2
VERITAAQ TECHNOLOGY HOUSE,2012,154008.265
VERITAAQ TECHNOLOGY HOUSE,2013,283429.99
VERITAAQ TECHNOLOGY HOUSE,2014,-61681.05
VERITAAQ TECHNOLOGY HOUSE,2015,205106.3
VERITAAQ TECHNOLOGY HOUSE,2016,242134.705
VERITAAQ TECHNOLOGY HOUSE,2017,242134.705
