gen_vendor_normalized,total_entries,total_contracts,total_amendments
DELOITTE AND TOUCHE,18,17,1
PRICEWATERHOUSE COOPERS,15,14,1
SAMSON ASSOCIES CPA CONSULTATION,14,12,2
ERNST YOUNG,12,11,1
KPMG,8,7,1
MARCIL LAVALLEE,6,6,0
WATERWOOD COMMUNICATIONS,6,4,2
HYATT LAUREL A,5,3,2
DELL COMPUTER,4,4,0
SHARED SERVICES CANADA SSC,4,4,0
CLARKE JEFFERY,4,3,1
MICROSOFT CANADA,4,4,0
CASEWARE IDEA,3,3,0
ADVIVUM,3,2,1
HART WILLIAM AVERY,3,2,1
KNOWLEDGE CIRCLE,3,3,0
GEOLITHUM,3,2,1
HUNTER LITIGATION CHAMBERS LAW,3,3,0
BDO CANADA,3,3,0
MINITEL COMMUNICATIONS,3,3,0
ITEX,3,3,0
PLAIN WRITING SERVICES,3,2,1
SCALAR DECISIONS,2,2,0
GOWLING WLG CANADA,2,2,0
SIRSIDYNIX,2,2,0
CSAGOLY PAUL,2,1,1
SOFTCHOICE,2,2,0
SOUTHSIDE COMMUNICATIONS,2,2,0
HUMAN POTENTIAL CONSULTANTS HPCI,2,2,0
TELUS CANADA,2,2,0
ANTHONY MACAULEY ASSOCIATES,2,2,0
VANDER VEEN ANNEMARIE,2,2,0
INSA,2,2,0
CAPITA SECURE INFORMATION SOLUTIONS,2,2,0
IPSS,2,2,0
CARON TRAINING CENTRE,2,1,1
EBSCO CANADA,2,2,0
JOYCE BRUCE A,2,2,0
BARNOTI ALINE,2,2,0
7792395 CANADA,2,2,0
BELL CANADA,2,2,0
AIKEN BRIAN M,2,2,0
BLOOMBERG,2,1,1
FOGLER RUBINOFF,2,2,0
MORRIS SUZANNE,2,2,0
F X MASTERS,2,2,0
NISHA TECHONOLOGIES,2,2,0
OPENTEXT,2,2,0
ORACLE CANADA,2,2,0
GALE A PART OF CENGAGE LEARNING GROUP,2,2,0
BRUCE C SLOAN CONSULTING GROUP,2,1,1
C2 ENTERPRISE,2,2,0
RAYMOND CHABOT GRANT THORNTON,2,2,0
ACMEFUTURE SECURITY CONTROLS,2,2,0
GILLIAN SCOBIE EDITORIAL SERVICES,2,2,0
ROGERS,2,2,0
RPDATA SOLUTIONS,2,2,0
PRESIDIA SECURITY CONSULTING,1,1,0
RIDEAU RECOGNITION SOLUTIONS,1,1,0
RIOPELLE MARY MARGARET,1,1,0
RISK DYNAMIX,1,1,0
SERVICES PROFESSIONNELS DECRITURE ET DE COMMUNICATIONS ENR,1,1,0
SJ MANAGEMENT,1,1,0
SKYLINE OTTAWA,1,1,0
SOLARWINDS,1,1,0
SOLUTIONS MODEX,1,1,0
ST JOSEPH PRINT GROUP,1,1,0
STRANDBERG CORO,1,1,0
STRATOS,1,1,0
SYSTEMATIX SOLUTIONS,1,1,0
THE TAYLOR REACH GROUP,1,1,0
VERSATIL BPI,1,1,0
WELCH CHARTERED ACCOUNTANTS,1,1,0
WESTERN IMPERIAL MAGNETICS,1,1,0
WOLTERS KLUWER,1,1,0
1101417 ONTARIO AKA CAREERJOY,1,1,0
YOUNG GRAHAM,1,1,0
3059774 CANADA,1,1,0
ACTION POUR LA SOLIDARITE LEQUITE LENVIRONNEMENT ET LE DEVELOPPEMENT ASEED,1,1,0
ADVANCED BUSINESS INTERIORS,1,1,0
AGB PARTNERS,1,1,0
ALAN W LESCHIED,1,1,0
ALI MUHAMMAD SHAFQAT,1,1,0
BELANGER CONSULTING,1,1,0
BERKELEY PAYMENT SOLUTIONS,1,1,0
CANADIAN AUDIT AND ACCOUNTABILITY FOUNDATION,1,1,0
CANADIAN COUNCIL FOR INTERNATIONAL OPERATION,1,1,0
CANADOISE,1,1,0
CCH CANADIAN,1,1,0
CENTER FOR INTERNET SECURITY,1,1,0
CFN CONSULTANTS,1,1,0
CHRYSLER CANADA,1,1,0
CINQ MARS JEAN,1,1,0
CISTEL TECHNOLOGY,1,1,0
COLLINS BARROW OTTAWA,1,1,0
CONNELLY BUSINESS EXHIBITIONS,1,1,0
CORPORATE EXPRESS CANADA,1,1,0
CROWELL TAMMY L,1,1,0
DENSMORE CONSULTING SERVICES,1,1,0
DEVORTEX,1,1,0
