source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,79,50,7,22,769165.52,173946.03,2999095.43
2017,178,89,16,73,1395863.33,396076.15,5296919.66
