owner_acronym,total_entries,total_contracts,total_amendments
dnd,276,212,64
nrc,13,13,0
dfo,10,6,4
ssc,9,7,2
rcmp,5,5,0
tc,2,2,0
csa,2,2,0
cra,1,1,0
