source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2011,2085,1144,210,731,18459757.82,5206089.07,95875350.75
2012,1859,1097,182,580,17487622.08,4503233.40,130700130.81
2013,1805,1000,226,579,15698702.18,5588793.36,143397648.91
2014,1854,1061,258,535,17243128.58,6385794.11,84376363.13
2015,1774,927,246,601,14985281.25,6079381.10,105456759.72
2016,1849,946,281,622,15357510.49,6956521.80,85257820.20
2017,1905,992,295,618,15791368.13,7301676.57,95134833.80
