source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2011,2085,1330,755,23055223.55,96485974.09
2012,1859,1263,596,21584086.13,131106900.16
2013,1805,1211,594,20905956.57,143779187.88
2014,1854,1299,555,23120284.42,84885001.40
2015,1774,1165,609,20860376.78,105661045.29
2016,1849,1208,641,21831514.90,85740337.59
2017,1905,1270,635,22658721.78,95569156.72
