owner_acronym,source_year,total_entries,total_contracts,total_amendments
cra,2009,4,3,1
dfo,2011,1,1,0
dnd,2008,12,12,0
dnd,2009,20,19,1
dnd,2010,20,15,5
dnd,2011,13,9,4
dnd,2012,8,4,4
dnd,2013,7,7,0
dnd,2014,11,11,0
dnd,2015,9,9,0
dnd,2016,9,8,1
dnd,2017,31,30,1
ec,2012,1,1,0
ec,2016,1,1,0
ec,2017,1,0,1
nrc,2017,3,3,0
rcmp,2008,1,1,0
rcmp,2009,6,6,0
rcmp,2010,7,7,0
rcmp,2011,7,7,0
rcmp,2012,9,7,2
rcmp,2013,12,11,1
rcmp,2014,12,11,1
rcmp,2015,16,15,1
rcmp,2016,11,11,0
rcmp,2017,11,10,1
ssc,2014,2,1,1
ssc,2016,1,0,1
