owner_acronym,total_entries,total_contracts,total_amendments
rcmp,628,613,15
dnd,253,250,3
dfo,116,99,17
csc,66,66,0
cbsa,38,36,2
gac,38,38,0
ec,19,19,0
pspc,18,14,4
ic,5,5,0
