owner_acronym,source_year,total_entries,total_contracts,total_amendments
cbsa,2014,8,8,0
cbsa,2015,5,5,0
cbsa,2016,6,6,0
cbsa,2017,19,17,2
csc,2013,3,3,0
csc,2014,17,17,0
csc,2015,14,14,0
csc,2016,19,19,0
csc,2017,13,13,0
dfo,2010,11,11,0
dfo,2011,7,7,0
dfo,2012,13,9,4
dfo,2013,21,18,3
dfo,2014,16,15,1
dfo,2015,8,6,2
dfo,2016,25,19,6
dfo,2017,15,14,1
dnd,2008,3,2,1
dnd,2009,2,2,0
dnd,2011,12,12,0
dnd,2012,17,17,0
dnd,2013,29,29,0
dnd,2014,63,63,0
dnd,2015,67,67,0
dnd,2016,30,29,1
dnd,2017,30,29,1
ec,2009,1,1,0
ec,2010,2,2,0
ec,2012,1,1,0
ec,2013,6,6,0
ec,2014,2,2,0
ec,2015,2,2,0
ec,2016,4,4,0
ec,2017,1,1,0
gac,2011,9,9,0
gac,2012,15,15,0
gac,2013,9,9,0
gac,2014,5,5,0
ic,2009,1,1,0
ic,2010,2,2,0
ic,2013,1,1,0
ic,2016,1,1,0
pspc,2009,1,1,0
pspc,2012,2,1,1
pspc,2013,3,3,0
pspc,2014,8,6,2
pspc,2015,3,2,1
pspc,2017,1,1,0
rcmp,2008,101,95,6
rcmp,2009,60,60,0
rcmp,2010,34,33,1
rcmp,2011,37,36,1
rcmp,2012,54,52,2
rcmp,2013,55,55,0
rcmp,2014,54,53,1
rcmp,2015,70,70,0
rcmp,2016,71,70,1
rcmp,2017,92,89,3
