source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,15,10,0,5,171003.70,0.00,318483.36
2017,80,46,16,18,675001.13,398993.41,986739.08
