gen_vendor_normalized,total_entries,total_contracts,total_amendments
EXCEL HUMAN RESOURCES,13,12,1
SOFTCHOICE,7,7,0
CBCI TELECOMCOM,5,5,0
MISHKUMI TECHNOLOGIES,4,4,0
FOREST COMMUNICATIONS,3,3,0
DOMINIQUE LEMIEUX POINT DORGUE COACHING,2,1,1
JA MEDIA SERVICES,2,2,0
LLAMA COMMUNICATIONS,2,2,0
ALTIS HUMAN RESOURCES,2,2,0
LORD ELGIN HOTEL,2,2,0
EVALUATION PERSONNEL SELECTION INTERNATIONAL,2,2,0
SHARED SERVICES CANADA,2,2,0
SOCIETE GAMMA,2,1,1
BRECKENHILL,2,2,0
DR SCOTT UZELMAN,1,1,0
ERIE CONSULTING GROUP,1,1,0
FMC PROFESSIONALS,1,1,0
FREEMAN AUDIO VISUAL,1,1,0
HYPERACTIVE PRODUCTIONS,1,1,0
JANIQUE SIMARD OUELLETTE,1,1,0
JEANNOT TRUDEL,1,1,0
KABOOM COMMUNICATION DESIGN,1,1,0
KNOWLEDGE CIRCLE LEARNING SERVICES,1,1,0
KORN FERRY HAY GROUP,1,1,0
LANA WELLS,1,1,0
LEGER MARKETING,1,1,0
LES TRADUCTIONS TESSIER SCC,1,1,0
MANIFEST COMMUNICATIONS,1,1,0
MARTHA KING,1,1,0
MEDIA Q,1,1,0
MICHAEL DAVID LANGILL,1,1,0
NATHALIE LECLAIRE,1,1,0
OLIVUS,1,1,0
OTUS STRATEGIC FINANCIAL BUSINESS PLANNING GROUP,1,1,0
PARKER P CONSULTING,1,1,0
PETER CAMERON AND ASSOCIATES,1,1,0
RAYMOND CHABOT GRANT THORNTON CONSULTING,1,1,0
RAYMOND CHABOT THORNTON CONSULTING,1,1,0
SAS INSTITUTE,1,1,0
SURVEYMONKEY EUROPE C O 916710,1,1,0
TEKNION,1,1,0
TELECOM COMPUTER SERVICES,1,1,0
TOTEM,1,1,0
TOYOTA CANADA,1,1,0
TRADUCTIONS ZENITH TRANSLATIONS,1,1,0
UNIVERSITY OF WESTERN ONTARIO,1,1,0
XEROX,1,1,0
9101 4472 QUEBEC LES TRADUCTIONS ST FRANCOIS,1,1,0
ZYCOM,1,1,0
ADVANCED BUSINESS INTERIORS,1,1,0
ALINE BARNOTI,1,1,0
ANTHONY MACAULEY ASSOCIATES CONSULTANTS DEVELOPERS,1,1,0
CARON TRAINING CENTRE,1,1,0
CATALYST RESEARCH AND COMMUNICATIONS,1,1,0
CFL ENTERPRISES,1,1,0
CHRISTIANE RYAN,1,1,0
CHRISTINE CROSSMAN CONSULTING,1,1,0
CKG TRAINING AND CONSULTING,1,1,0
CNW GROUP,1,1,0
COLLECTIVE STAFFING AND WRITING SERVICES,1,1,0
COPEM,1,1,0
DAVIDSON VIOLETTE ASSOCIATES NEWFOUND RECRUITING IN JOINT VENTURE,1,1,0
