owner_acronym,effective_year,sum_yearly_value
agr,2013,177490.04
agr,2016,284385.22
agr,2017,114885.22
cas,2014,52395.25
cas,2015,52395.25
cfia,2011,41904.00
cfia,2012,378000.00
cfia,2013,56500.00
cfia,2014,-125831.67
csc,2013,1015278.37
csc,2014,1015278.37
csc,2015,2474543.37
csc,2016,3469525.37
csc,2017,1278879.20
cta,2015,275020.57
cta,2016,395301.97
cta,2017,395301.97
dfo,2010,186182.25
dfo,2011,175243.78
dfo,2012,199940.50
dfo,2013,224602.13
dfo,2014,332224.83
dfo,2015,175260.00
dnd,2008,1045560.00
dnd,2009,-345015.28
dnd,2010,832518.76
dnd,2011,4773246.51
dnd,2012,5537023.50
dnd,2013,6755192.83
dnd,2014,1497598.83
dnd,2015,5894944.08
dnd,2016,7724898.08
dnd,2017,7248626.33
ec,2008,204390.00
ec,2009,204390.00
ec,2010,1098832.00
ec,2011,1421471.00
ec,2012,233905.00
ec,2013,290497.50
ec,2014,357997.50
ec,2015,169432.75
ec,2016,101932.75
esdc,2008,6491.80
esdc,2009,673430.85
esdc,2010,645968.35
esdc,2011,1277902.65
esdc,2012,916600.00
esdc,2013,693501.25
esdc,2014,2258461.18
esdc,2015,1494953.81
esdc,2016,729390.74
fintrac,2009,19850.00
gac,2010,69673.60
gac,2011,30119.54
gac,2012,30119.54
gac,2013,35340.14
gac,2014,35340.14
hc,2015,12878.82
hc,2016,12878.82
just,2008,727650.00
just,2014,64410.00
neb,2016,49896.00
nrc,2012,116620.50
nrc,2013,213988.50
nrc,2014,35325.00
nrc,2015,79582.00
nrc,2016,269540.67
nrc,2017,125583.64
nrcan,2013,24224.38
nrcan,2014,44564.38
nrcan,2015,20340.00
nrcan,2016,50718.36
nrcan,2017,50718.36
oci,2017,100750.80
pc,2008,213274.50
pc,2009,348075.00
pc,2010,348075.00
phac,2015,25757.63
phac,2016,25757.63
ppsc,2016,24865.65
ppsc,2017,83168.00
pspc,2008,2315827.99
pspc,2009,2247643.55
pspc,2010,-746450.98
pspc,2011,7351194.27
pspc,2012,7338142.77
pspc,2013,3456396.70
pspc,2014,448253.15
rcmp,2013,12495.00
rcmp,2014,12495.00
ssc,2013,86558.00
ssc,2014,63562.50
ssc,2015,64268.75
ssc,2016,207917.74
ssc,2017,282018.62
tbs,2017,161025.00
vac,2013,28560.00
vac,2014,17522.00
vac,2015,132341.46
vac,2016,145651.53
vac,2017,115381.56
