owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2008,2,1,1
agr,2013,4,1,3
agr,2014,5,1,4
agr,2016,4,3,1
agr,2017,2,1,1
cfia,2011,1,1,0
cfia,2012,2,2,0
cfia,2013,1,1,0
cfia,2014,3,2,1
csa,2017,1,1,0
csc,2009,2,1,1
csc,2013,1,1,0
csc,2015,2,2,0
csc,2016,1,1,0
csc,2017,2,2,0
cta,2015,1,1,0
cta,2016,3,0,3
dfo,2010,14,10,4
dfo,2011,7,5,2
dfo,2012,10,9,1
dfo,2013,5,2,3
dfo,2014,5,4,1
dfo,2015,1,1,0
dfo,2016,1,1,0
dfo,2017,1,1,0
dnd,2008,5,1,4
dnd,2009,5,2,3
dnd,2010,4,1,3
dnd,2011,8,7,1
dnd,2012,4,1,3
dnd,2013,7,5,2
dnd,2014,7,3,4
dnd,2015,5,2,3
dnd,2016,2,2,0
ec,2009,2,2,0
ec,2010,7,5,2
ec,2011,5,4,1
ec,2012,2,1,1
ec,2013,1,0,1
ec,2014,1,1,0
ec,2015,2,2,0
ec,2016,1,1,0
elections,2016,1,1,0
elections,2017,1,1,0
esdc,2008,2,2,0
esdc,2009,4,4,0
esdc,2010,5,5,0
esdc,2011,1,1,0
esdc,2012,3,3,0
esdc,2013,10,10,0
esdc,2014,23,23,0
esdc,2015,12,12,0
esdc,2016,3,3,0
fintrac,2008,1,1,0
gac,2009,3,3,0
gac,2010,3,3,0
gac,2011,1,1,0
gac,2013,1,0,1
gac,2017,1,1,0
hc,2015,1,1,0
ic,2008,1,1,0
ic,2013,1,1,0
just,2008,1,1,0
just,2013,1,1,0
neb,2016,1,1,0
nrc,2011,2,2,0
nrc,2012,2,1,1
nrc,2013,3,2,1
nrc,2014,2,2,0
nrc,2015,7,6,1
nrc,2016,6,2,4
nrc,2017,5,2,3
nrcan,2013,3,3,0
nrcan,2014,2,1,1
nrcan,2016,2,2,0
oci,2016,2,1,1
oci,2017,1,1,0
oic,2017,1,1,0
pc,2008,1,1,0
pc,2009,1,1,0
phac,2015,1,1,0
ppsc,2015,1,1,0
ppsc,2017,2,2,0
pspc,2008,11,11,0
pspc,2009,2,2,0
pspc,2010,7,3,4
pspc,2011,3,0,3
pspc,2013,1,1,0
pspc,2014,1,0,1
pspc,2015,1,0,1
pspc,2016,1,0,1
rcmp,2013,1,1,0
rcmp,2016,1,1,0
ssc,2013,2,2,0
ssc,2014,1,0,1
ssc,2015,1,0,1
ssc,2016,1,1,0
ssc,2017,2,1,1
tbs,2017,1,1,0
tc,2017,1,1,0
vac,2012,1,1,0
vac,2013,1,1,0
vac,2014,1,1,0
vac,2015,3,3,0
vac,2016,1,1,0
