owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2015,2,1,1
atssc,2016,1,1,0
cas,2017,12,11,1
cbsa,2016,3,3,0
ced,2010,5,5,0
ced,2011,6,6,0
ced,2017,1,1,0
cfia,2011,1,1,0
cics,2017,1,1,0
cnsc,2008,4,4,0
cnsc,2009,5,5,0
cnsc,2010,2,2,0
cnsc,2011,1,1,0
cnsc,2012,1,1,0
cnsc,2013,2,2,0
cnsc,2014,1,1,0
cnsc,2015,2,2,0
cnsc,2016,4,4,0
cra,2008,114,111,3
cra,2009,96,94,2
cra,2010,102,99,3
cra,2011,89,84,5
cra,2012,2,2,0
cra,2013,1,1,0
cra,2014,2,2,0
cra,2015,2,2,0
cra,2016,11,11,0
cra,2017,2,1,1
crtc,2017,3,3,0
csa,2015,1,1,0
csa,2016,1,1,0
csa,2017,1,1,0
csc,2013,13,13,0
csc,2014,7,7,0
csc,2016,3,2,1
csc,2017,1,1,0
csps,2015,1,1,0
csps,2016,13,13,0
dfo,2010,10,7,3
dfo,2011,10,6,4
dfo,2012,3,3,0
dfo,2013,2,2,0
dfo,2014,1,0,1
dfo,2015,1,0,1
dfo,2016,2,1,1
dfo,2017,7,7,0
dnd,2008,8,7,1
dnd,2009,5,4,1
dnd,2010,4,4,0
dnd,2011,11,10,1
dnd,2012,9,8,1
dnd,2013,15,15,0
dnd,2014,35,35,0
dnd,2015,37,36,1
dnd,2016,6,6,0
dnd,2017,10,10,0
ec,2008,3,3,0
ec,2009,2,2,0
ec,2010,6,6,0
ec,2011,6,6,0
ec,2013,2,2,0
ec,2014,1,1,0
ec,2015,3,3,0
esdc,2008,4,4,0
esdc,2009,16,16,0
esdc,2010,32,32,0
esdc,2011,17,17,0
esdc,2012,2,2,0
esdc,2013,5,5,0
esdc,2014,6,6,0
esdc,2016,2,2,0
esdc,2017,8,7,1
fin,2014,4,4,0
fin,2015,1,1,0
fin,2016,3,1,2
fja,2009,1,1,0
gac,2009,2,2,0
gac,2010,4,4,0
gac,2011,13,13,0
gac,2012,4,4,0
gac,2013,8,7,1
gac,2016,4,4,0
gac,2017,1,1,0
hc,2010,8,8,0
hc,2011,1,1,0
hc,2013,1,1,0
hc,2015,2,2,0
hc,2016,1,1,0
ic,2008,4,4,0
ic,2009,8,8,0
ic,2010,2,2,0
ic,2011,1,1,0
ic,2012,1,1,0
ic,2013,1,1,0
ic,2016,2,2,0
ic,2017,1,1,0
inac,2013,2,2,0
inac,2015,2,2,0
ircc,2010,15,12,3
ircc,2011,8,7,1
ircc,2012,4,3,1
ircc,2014,1,1,0
ircc,2016,4,4,0
ircc,2017,3,3,0
just,2008,3,3,0
just,2009,2,2,0
just,2010,1,1,0
just,2011,1,1,0
just,2014,2,2,0
just,2015,1,1,0
just,2016,2,2,0
nrc,2009,2,1,1
nrc,2010,2,2,0
nrcan,2011,1,1,0
nrcan,2012,1,1,0
nrcan,2014,1,1,0
nrcan,2015,2,2,0
oag,2017,2,2,0
osfi,2016,8,8,0
osfi,2017,14,12,2
pbc,2014,6,6,0
pc,2008,17,17,0
pc,2009,25,25,0
pc,2010,7,7,0
pc,2011,1,1,0
pc,2012,1,1,0
pc,2013,4,4,0
pc,2014,4,4,0
pc,2015,6,6,0
pc,2016,5,5,0
pc,2017,3,3,0
pch,2016,4,4,0
pco,2009,2,2,0
pco,2010,1,1,0
pco,2012,4,4,0
pco,2013,3,3,0
pco,2014,1,1,0
pco,2015,2,2,0
pco,2017,2,2,0
phac,2010,8,8,0
phac,2011,1,1,0
phac,2013,1,1,0
phac,2015,2,2,0
phac,2016,1,1,0
phac,2017,1,1,0
ppsc,2012,1,1,0
ps,2008,2,2,0
ps,2012,3,3,0
ps,2013,2,2,0
ps,2015,1,1,0
ps,2016,5,4,1
psc,2011,1,1,0
pspc,2008,21,20,1
pspc,2009,43,42,1
pspc,2010,71,60,11
pspc,2011,49,39,10
pspc,2012,3,2,1
pspc,2013,4,3,1
pspc,2014,6,6,0
pspc,2015,3,3,0
pspc,2016,10,9,1
pspc,2017,11,10,1
rcmp,2008,26,24,2
rcmp,2009,20,20,0
rcmp,2010,38,33,5
rcmp,2011,30,27,3
rcmp,2012,19,19,0
rcmp,2013,18,15,3
rcmp,2014,21,19,2
rcmp,2015,15,13,2
rcmp,2016,30,28,2
rcmp,2017,28,27,1
ssc,2011,2,2,0
ssc,2012,155,83,72
ssc,2013,151,132,19
ssc,2014,59,41,18
ssc,2015,22,12,10
ssc,2016,61,53,8
ssc,2017,93,69,24
stats,2008,1,1,0
stats,2009,1,1,0
tbs,2009,2,2,0
tbs,2010,3,3,0
tbs,2012,1,1,0
tbs,2013,1,1,0
tbs,2014,5,5,0
tbs,2015,1,1,0
tbs,2016,1,1,0
tbs,2017,1,1,0
tc,2011,6,6,0
tc,2012,3,1,2
tc,2014,3,3,0
tc,2015,3,3,0
tc,2016,2,2,0
tc,2017,10,10,0
vac,2011,1,1,0
