source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2012,103,65,38,999030.52,4499507.34
2013,157,80,77,1262941.08,6466300.64
2014,153,68,85,1083327.57,7479880.79
2015,110,44,66,712926.07,11179245.49
2016,95,53,42,894445.82,3335902.72
2017,65,43,22,701757.83,1977456.36
