source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2012,103,63,3,37,950635.78,73819.74,4474082.34
2013,157,77,6,74,1188789.99,150400.17,6390051.56
2014,153,65,6,82,1009877.97,149911.67,7403418.72
2015,110,43,2,65,688066.07,50481.03,11153624.46
2016,95,48,5,42,770340.00,124105.82,3335902.72
2017,65,39,4,22,602992.63,98765.20,1977456.36
