owner_acronym,effective_year,sum_yearly_value
agr,2015,399579.00
dfo,2011,140500.00
dfo,2012,140500.00
dfo,2014,30000.00
dfo,2015,50497.20
dnd,2008,19123620.00
dnd,2009,-4395537.02
dnd,2010,1105500.00
dnd,2011,2296417.92
dnd,2012,740699.55
dnd,2015,29186588.00
dnd,2016,22214646.00
dnd,2017,20765503.30
nrc,2012,11500.00
nrc,2016,38410.00
pc,2010,60490.00
pc,2013,193660.00
pc,2014,193660.00
pc,2015,2951509.50
pc,2016,3269872.80
pc,2017,11361971.74
pspc,2008,5249166.40
pspc,2009,1047826.40
pspc,2012,2315807.84
pspc,2013,4912418.36
pspc,2014,6054358.84
pspc,2015,21431870.83
pspc,2016,19572372.58
pspc,2017,8480822.17
