owner_acronym,effective_year,sum_yearly_value
ced,2008,181701.72
ced,2009,108550.55
ced,2010,25383.70
cfia,2011,557646.00
cnsc,2010,55650.42
cnsc,2011,85595.65
cnsc,2012,54522.73
cnsc,2013,24577.50
dnd,2009,187466.00
dnd,2010,305907.00
dnd,2011,196913.33
dnd,2012,257844.33
dnd,2013,158805.33
gac,2013,36844.50
gac,2014,36844.50
hc,2011,1555438.22
hc,2012,1555438.22
ic,2008,132272.50
ic,2009,500505.50
ic,2010,574640.50
ic,2011,314242.50
ic,2012,383026.00
ic,2013,268036.00
ircc,2010,150306.26
ircc,2011,317443.81
ircc,2012,326535.50
ircc,2013,234712.47
ircc,2014,64929.42
ircc,2015,24854.36
nrc,2011,11290.00
nrc,2012,11290.00
pch,2008,11262.71
pch,2009,16921.80
pch,2010,46040.40
pch,2011,12524.40
pch,2012,12524.40
phac,2011,18036.61
phac,2012,18036.61
pptc,2010,300612.52
pptc,2011,566348.84
pptc,2012,553587.26
pptc,2013,287850.94
psc,2010,203171.00
psc,2013,226541.00
pspc,2008,413585.49
pspc,2009,878256.54
pspc,2010,1679504.61
pspc,2011,2025554.97
pspc,2012,1306014.28
pspc,2013,435655.74
rcmp,2008,2245425.00
rcmp,2009,2320043.25
rcmp,2010,4313363.26
rcmp,2011,4289460.01
ssc,2012,187072.15
ssc,2013,3998062.77
ssc,2014,42784151.25
ssc,2015,5027879.66
ssc,2016,4581281.06
vac,2012,246501.34
vac,2013,288248.38
vac,2014,41747.05
