owner_acronym,total_entries,total_contracts,total_amendments
dnd,1608,1446,162
dfo,24,21,3
rcmp,12,8,4
tc,8,6,2
nrc,2,2,0
ec,2,2,0
nrcan,1,1,0
pc,1,1,0
