owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2009,1,1,0
acoa,2013,1,1,0
agr,2014,1,1,0
atssc,2016,1,1,0
cbsa,2014,1,1,0
cbsa,2017,1,1,0
cc,2016,2,2,0
cc,2017,1,1,0
ccohs,2017,1,1,0
ced,2008,1,1,0
ced,2010,2,1,1
ced,2011,2,2,0
ced,2013,1,1,0
ced,2016,1,1,0
ced,2017,1,1,0
cfia,2011,4,4,0
cfia,2012,2,2,0
cfia,2013,2,2,0
cfia,2014,2,2,0
cfia,2015,1,0,1
cnsc,2009,1,1,0
cnsc,2016,1,1,0
cra,2016,1,1,0
csa,2016,3,2,1
csa,2017,7,6,1
dfo,2010,3,3,0
dfo,2011,4,2,2
dfo,2012,1,1,0
dfo,2013,2,1,1
dfo,2016,1,1,0
dfo,2017,1,1,0
dnd,2010,1,1,0
dnd,2014,3,3,0
dnd,2015,3,3,0
dnd,2016,3,3,0
dnd,2017,2,1,1
ec,2012,2,2,0
ec,2013,5,5,0
ec,2014,3,1,2
ec,2015,1,1,0
esdc,2008,1,1,0
esdc,2009,2,2,0
esdc,2010,1,1,0
esdc,2011,2,2,0
esdc,2012,3,3,0
esdc,2013,4,4,0
esdc,2014,2,2,0
esdc,2015,1,1,0
esdc,2016,2,2,0
esdc,2017,3,1,2
fcac,2017,1,1,0
fin,2008,2,2,0
fin,2009,1,1,0
fin,2012,3,3,0
fin,2016,1,1,0
fintrac,2008,2,2,0
fintrac,2010,2,2,0
fintrac,2011,2,2,0
fintrac,2012,2,2,0
fintrac,2013,1,1,0
fintrac,2015,1,1,0
fintrac,2017,2,2,0
gac,2009,1,1,0
gac,2011,1,1,0
gac,2012,1,1,0
gac,2013,6,5,1
gac,2014,6,4,2
gac,2015,10,8,2
gac,2016,1,0,1
gac,2017,1,1,0
hc,2010,2,2,0
hc,2011,1,1,0
hc,2012,3,3,0
hc,2013,1,1,0
hc,2015,3,3,0
hc,2016,1,1,0
ic,2008,8,8,0
ic,2009,5,4,1
ic,2010,2,1,1
ic,2011,1,1,0
ic,2012,8,8,0
ic,2013,7,6,1
ic,2014,4,3,1
ic,2015,12,10,2
ic,2016,6,6,0
ic,2017,15,13,2
inac,2013,7,3,4
inac,2014,8,8,0
inac,2015,5,4,1
inac,2016,4,3,1
inac,2017,2,0,2
infra,2011,2,2,0
infra,2012,1,1,0
infra,2016,1,1,0
ircc,2010,1,1,0
ircc,2011,2,2,0
ircc,2012,2,2,0
ircc,2013,1,0,1
ircc,2015,2,1,1
ircc,2016,1,1,0
isc,2017,1,1,0
just,2013,2,2,0
lac,2013,1,1,0
lac,2017,1,1,0
nrc,2009,4,3,1
nrc,2010,1,1,0
nrc,2011,1,1,0
nrc,2012,1,1,0
nrc,2013,2,2,0
nrc,2014,1,1,0
nrc,2015,2,2,0
nrc,2016,3,2,1
nrc,2017,4,1,3
nrcan,2011,3,3,0
nrcan,2012,1,1,0
nrcan,2013,4,3,1
nrcan,2014,3,3,0
nrcan,2015,3,3,0
nrcan,2016,6,4,2
nrcan,2017,4,3,1
nserc,2017,1,1,0
oag,2017,8,7,1
osfi,2017,1,1,0
pc,2017,1,1,0
pch,2012,2,1,1
pch,2013,2,1,1
pch,2014,1,0,1
pch,2015,3,0,3
pco,2011,1,1,0
pco,2012,1,0,1
pco,2013,1,1,0
pco,2014,1,1,0
phac,2010,2,2,0
phac,2011,1,1,0
phac,2012,3,3,0
phac,2013,1,1,0
phac,2015,3,3,0
phac,2016,1,1,0
pptc,2010,1,1,0
pptc,2012,1,1,0
pptc,2013,1,0,1
ps,2008,1,1,0
ps,2010,2,2,0
ps,2011,3,3,0
ps,2013,1,1,0
ps,2015,1,1,0
ps,2017,2,2,0
psc,2011,2,2,0
psc,2016,1,1,0
pspc,2008,2,2,0
pspc,2009,14,13,1
pspc,2010,13,13,0
pspc,2011,3,2,1
pspc,2012,3,2,1
pspc,2013,4,4,0
pspc,2014,6,3,3
pspc,2015,2,2,0
pspc,2016,10,7,3
pspc,2017,4,4,0
rcmp,2012,2,2,0
rcmp,2013,1,1,0
rcmp,2014,1,1,0
rcmp,2016,2,1,1
rcmp,2017,2,1,1
ssc,2012,1,1,0
ssc,2013,4,4,0
ssc,2014,3,1,2
ssc,2016,2,2,0
stats,2009,1,1,0
stats,2010,1,1,0
stats,2011,1,1,0
tbs,2008,5,5,0
tbs,2009,5,3,2
tbs,2010,5,3,2
tbs,2011,1,0,1
tbs,2012,5,3,2
tbs,2016,1,1,0
tc,2011,2,2,0
tc,2013,2,2,0
tc,2014,5,5,0
tc,2016,2,2,0
tc,2017,6,4,2
vac,2011,5,1,4
vac,2013,1,1,0
