owner_acronym,effective_year,sum_yearly_value
cbsa,2014,737873.76
cbsa,2015,998649.51
cbsa,2016,1435295.10
cbsa,2017,3549008.02
cfia,2011,6969118.00
cfia,2012,152498.00
cfia,2013,293197.95
cfia,2014,-35713.65
cfia,2016,76190.25
cfia,2017,244718.45
cnsc,2009,78750.00
cnsc,2010,138118.00
cnsc,2011,127393.38
cnsc,2012,98013.38
cra,2011,251074.60
cra,2012,983923.24
cra,2013,882349.68
cra,2014,1489391.32
cra,2015,1356635.72
cra,2016,964229.21
cra,2017,2053287.93
csa,2015,115777.93
csa,2016,67046.67
csa,2017,67046.67
dfo,2013,52536.25
dnd,2008,92700.86
dnd,2009,459573.98
dnd,2010,417203.15
dnd,2011,3111865.68
dnd,2012,3956248.94
dnd,2013,8259871.57
dnd,2014,7618135.70
dnd,2015,8825960.20
dnd,2016,7270038.46
dnd,2017,1362264.14
ec,2014,46750.00
ec,2015,21250.00
elections,2017,122869.95
esdc,2008,73500.00
esdc,2009,180087.50
esdc,2010,320336.00
esdc,2012,246143.40
esdc,2013,574605.17
esdc,2014,1256257.17
esdc,2015,1103678.29
esdc,2016,493781.12
esdc,2017,55893.91
fin,2008,304511.50
fin,2013,24999.84
fin,2015,24973.00
fin,2017,24973.00
fintrac,2013,81942.50
fintrac,2014,81942.50
gac,2008,452273.90
gac,2009,531720.00
gac,2010,210000.00
gac,2011,142702.05
gac,2012,344407.05
gac,2013,345441.00
gac,2014,340235.47
gac,2015,329962.51
gac,2016,407763.01
gac,2017,973516.34
hc,2012,25303.53
hc,2013,25303.53
hc,2014,227489.34
hc,2015,401225.67
hc,2016,426209.97
ic,2009,49876.00
ic,2010,14700.00
ic,2011,23120.50
ic,2012,59749.00
ic,2013,123734.00
ic,2014,38985.00
ic,2017,82465.71
inac,2013,14671.00
inac,2014,76602.28
ircc,2011,51240.00
ircc,2012,79693.25
ircc,2014,806332.71
ircc,2015,806332.71
ircc,2016,1254283.40
ircc,2017,903693.25
just,2011,129667.50
just,2012,190772.25
just,2016,421997.37
just,2017,703932.37
nrcan,2012,11874.00
nrcan,2015,753333.48
nrcan,2016,594749.28
nrcan,2017,562905.09
osfi,2015,508253.52
osfi,2016,492632.94
osfi,2017,-118464.14
pc,2012,23100.00
pch,2011,170052.75
pch,2012,413523.60
pch,2013,774638.31
pch,2014,659734.53
pch,2015,787348.08
pch,2016,436712.47
pch,2017,545850.13
pco,2013,22984.20
pco,2014,239120.79
pco,2015,239120.79
phac,2014,227489.34
phac,2015,341261.01
phac,2016,366245.31
pptc,2014,403166.35
pptc,2015,403166.35
pptc,2016,403166.35
ps,2008,175875.00
ps,2009,539634.38
ps,2010,373509.38
ps,2013,48366.83
ps,2014,93137.43
ps,2015,84976.00
pspc,2008,4132324.65
pspc,2009,2417425.20
pspc,2010,1917390.70
pspc,2011,4074133.04
pspc,2012,2926533.97
pspc,2013,1374465.34
pspc,2014,311539.26
pspc,2015,998772.54
pspc,2016,3277000.00
pspc,2017,3484690.91
rcmp,2008,20833.33
rcmp,2009,125682.17
rcmp,2010,249266.06
rcmp,2011,365287.31
rcmp,2012,153821.25
rcmp,2014,364086.00
rcmp,2015,1941792.00
ssc,2011,777660.03
ssc,2012,1677672.58
ssc,2013,3736190.94
ssc,2014,3222260.38
ssc,2015,6411005.54
ssc,2016,7205380.99
ssc,2017,4414888.46
tbs,2008,39375.00
tbs,2009,39375.00
tbs,2012,999727.95
tbs,2013,999727.95
tbs,2014,999727.95
tbs,2015,1423477.95
tbs,2016,423750.00
tbs,2017,423750.00
tc,2011,126172.98
tc,2012,212517.41
tc,2013,178675.60
tc,2015,53194.75
tc,2016,452791.00
tc,2017,399596.25
