owner_acronym,total_entries,total_contracts,total_amendments
ssc,125,92,33
dnd,65,62,3
pspc,34,33,1
esdc,16,16,0
nrcan,12,4,8
ic,11,11,0
rcmp,10,7,3
tc,9,8,1
stats,7,7,0
dfo,5,3,2
nrc,4,4,0
ircc,4,2,2
ps,4,4,0
cnsc,2,1,1
agr,2,1,1
phac,1,1,0
osfi,1,1,0
gac,1,1,0
ec,1,1,0
csa,1,1,0
hc,1,1,0
pc,1,1,0
