owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,2,1,1
cnsc,2012,2,1,1
csa,2015,1,1,0
dfo,2010,3,3,0
dfo,2011,2,0,2
dnd,2009,5,5,0
dnd,2010,16,16,0
dnd,2011,23,22,1
dnd,2012,3,1,2
dnd,2013,1,1,0
dnd,2014,10,10,0
dnd,2015,3,3,0
dnd,2017,4,4,0
ec,2009,1,1,0
esdc,2011,3,3,0
esdc,2012,5,5,0
esdc,2013,5,5,0
esdc,2014,3,3,0
gac,2017,1,1,0
hc,2010,1,1,0
ic,2009,1,1,0
ic,2010,1,1,0
ic,2011,3,3,0
ic,2012,4,4,0
ic,2013,1,1,0
ic,2017,1,1,0
ircc,2011,1,1,0
ircc,2012,3,1,2
nrc,2010,4,4,0
nrcan,2013,5,3,2
nrcan,2014,1,0,1
nrcan,2015,2,0,2
nrcan,2016,3,0,3
nrcan,2017,1,1,0
osfi,2016,1,1,0
pc,2016,1,1,0
phac,2010,1,1,0
ps,2008,1,1,0
ps,2009,1,1,0
ps,2010,1,1,0
ps,2017,1,1,0
pspc,2008,21,21,0
pspc,2009,6,6,0
pspc,2010,3,3,0
pspc,2011,3,2,1
pspc,2013,1,1,0
rcmp,2009,1,1,0
rcmp,2010,1,0,1
rcmp,2011,2,1,1
rcmp,2012,1,0,1
rcmp,2014,1,1,0
rcmp,2015,1,1,0
rcmp,2016,2,2,0
rcmp,2017,1,1,0
ssc,2012,50,28,22
ssc,2013,20,15,5
ssc,2014,20,18,2
ssc,2015,4,2,2
ssc,2016,13,13,0
ssc,2017,18,16,2
stats,2009,1,1,0
stats,2014,1,1,0
stats,2015,2,2,0
stats,2016,2,2,0
stats,2017,1,1,0
tc,2014,1,1,0
tc,2015,3,3,0
tc,2016,3,3,0
tc,2017,2,1,1
