owner_acronym,effective_year,sum_yearly_value
acoa,2008,93560.84
acoa,2009,82734.84
acoa,2010,91839.50
acoa,2011,67515.50
acoa,2012,38870.00
agr,2014,104061.70
agr,2015,369077.59
agr,2016,364710.88
agr,2017,281037.22
atssc,2017,176193.87
cbsa,2014,1431545.08
cbsa,2015,2335977.38
cbsa,2016,4615882.52
cbsa,2017,40598.08
ced,2016,103379.78
ced,2017,89628.77
cfia,2011,278250.00
cfia,2012,55154.00
cfia,2013,178766.00
cfia,2014,299385.09
cfia,2016,92705.20
cfia,2017,187724.64
cihr,2016,70376.40
cihr,2017,72659.00
cnsc,2008,11550.00
cnsc,2009,30100.00
cnsc,2010,140725.00
cnsc,2011,69839.83
cnsc,2012,22035.00
cnsc,2013,90467.80
cnsc,2014,90467.80
cnsc,2015,145781.30
cnsc,2016,180845.20
cnsc,2017,71269.10
cra,2008,1124847.00
cra,2009,1308615.00
cra,2010,1300798.50
cra,2011,1171034.00
cra,2012,1712338.50
cra,2013,1540519.45
cra,2014,1029532.39
cra,2015,1002290.90
cra,2016,824504.45
cra,2017,1370216.81
crtc,2017,32306.70
csa,2008,33101.25
csa,2009,94049.38
csa,2010,116913.13
csa,2011,25200.00
csa,2012,25200.00
csa,2014,56843.64
csc,2016,100818.60
csc,2017,652787.67
csps,2013,50511.00
csps,2014,103451.24
csps,2015,78094.04
csps,2016,25153.80
cta,2017,16435.68
dfo,2011,121550.21
dfo,2012,21000.00
dfo,2013,35900.00
dfo,2015,10338.25
dfo,2016,10338.25
dfo,2017,439690.91
dnd,2008,50190.00
dnd,2011,94026.00
dnd,2012,192319.50
dnd,2013,269104.30
dnd,2014,1030761.85
dnd,2015,1849624.63
dnd,2016,1499228.24
dnd,2017,2398609.44
ec,2008,188599.99
ec,2009,306149.99
ec,2010,166050.00
ec,2011,101400.00
ec,2012,987300.00
ec,2013,92350.00
ec,2014,135218.34
ec,2017,124724.88
elections,2017,196093.76
esdc,2008,419345.72
esdc,2009,53826.54
esdc,2010,281743.88
esdc,2011,154217.00
esdc,2012,145656.90
esdc,2013,765355.85
esdc,2014,1301208.59
esdc,2015,1141917.40
esdc,2016,513808.43
esdc,2017,1894704.98
fcac,2017,21334.40
feddev,2015,20425.00
feddev,2016,20425.00
fin,2008,311863.00
fin,2009,31473.75
fin,2010,19136.25
fin,2011,26487.00
fin,2012,13729.50
fintrac,2009,9750.00
fintrac,2010,45240.00
fintrac,2011,189457.00
fintrac,2012,27550.00
fintrac,2013,72976.00
fintrac,2014,208739.25
fintrac,2015,168590.35
fintrac,2016,142981.16
fintrac,2017,61722.86
gac,2008,27973.75
gac,2009,55195.02
gac,2012,24483.30
gac,2013,371009.14
gac,2014,352866.99
gac,2015,324164.86
gac,2016,859916.49
gac,2017,763782.82
hc,2010,93451.00
hc,2011,93451.00
hc,2012,189840.00
hc,2013,189840.00
hc,2014,138086.00
hc,2015,749180.96
hc,2016,1251454.66
hc,2017,509407.96
ic,2008,212432.50
ic,2009,106575.00
ic,2010,187530.00
ic,2011,119601.00
ic,2012,168031.00
ic,2013,394845.00
ic,2014,566787.00
ic,2015,291527.00
ic,2016,317674.50
ic,2017,1051732.23
