owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2008,1,1,0
acoa,2009,2,2,0
acoa,2010,2,2,0
agr,2013,1,1,0
agr,2014,2,2,0
agr,2015,1,1,0
agr,2016,3,3,0
agr,2017,2,2,0
atssc,2016,1,1,0
atssc,2017,1,1,0
cbsa,2014,12,12,0
cbsa,2015,10,10,0
cbsa,2016,10,9,1
cbsa,2017,8,8,0
ced,2015,1,1,0
ced,2016,2,2,0
ced,2017,2,2,0
cfia,2011,3,3,0
cfia,2012,4,4,0
cfia,2013,4,4,0
cfia,2014,4,4,0
cfia,2015,2,2,0
cfia,2016,4,4,0
cfia,2017,2,2,0
cihr,2015,1,1,0
cihr,2016,1,1,0
cihr,2017,1,1,0
cnsc,2008,2,2,0
cnsc,2009,1,1,0
cnsc,2010,2,2,0
cnsc,2011,1,1,0
cnsc,2012,1,1,0
cnsc,2013,1,1,0
cnsc,2014,1,1,0
cnsc,2015,1,1,0
cnsc,2016,2,2,0
cnsc,2017,2,2,0
cra,2008,8,7,1
cra,2009,7,7,0
cra,2010,8,8,0
cra,2011,6,6,0
cra,2012,10,10,0
cra,2013,8,8,0
cra,2014,4,4,0
cra,2015,5,5,0
cra,2016,5,5,0
cra,2017,5,5,0
crtc,2016,1,1,0
crtc,2017,1,1,0
csa,2008,1,1,0
csa,2009,1,1,0
csa,2010,1,1,0
csa,2011,1,1,0
csa,2013,1,1,0
csc,2013,1,1,0
csc,2014,2,2,0
csc,2015,2,2,0
csc,2016,1,1,0
csc,2017,6,6,0
csps,2012,1,1,0
csps,2013,1,1,0
csps,2014,1,1,0
cta,2017,1,1,0
dfo,2010,2,2,0
dfo,2011,2,2,0
dfo,2012,1,1,0
dfo,2013,3,2,1
dfo,2015,1,1,0
dfo,2016,1,1,0
dfo,2017,2,2,0
dnd,2008,2,2,0
dnd,2010,1,1,0
dnd,2011,6,6,0
dnd,2012,3,3,0
dnd,2013,5,5,0
dnd,2014,11,11,0
dnd,2015,12,12,0
dnd,2016,9,8,1
dnd,2017,16,13,3
ec,2008,4,4,0
ec,2009,3,3,0
ec,2010,2,2,0
ec,2011,3,3,0
ec,2012,1,1,0
ec,2014,2,2,0
ec,2015,2,2,0
ec,2016,1,1,0
ec,2017,1,1,0
elections,2016,1,1,0
elections,2017,5,5,0
esdc,2008,3,3,0
esdc,2009,8,8,0
esdc,2010,6,6,0
esdc,2011,6,6,0
esdc,2012,8,8,0
esdc,2013,10,10,0
esdc,2014,10,10,0
esdc,2015,10,10,0
esdc,2016,7,7,0
esdc,2017,9,7,2
fcac,2016,1,1,0
fcac,2017,1,1,0
feddev,2014,2,1,1
fin,2008,1,1,0
fin,2009,2,2,0
fin,2010,1,1,0
fintrac,2009,2,2,0
fintrac,2010,1,1,0
fintrac,2011,2,2,0
fintrac,2012,1,1,0
fintrac,2013,1,1,0
fintrac,2014,1,1,0
fintrac,2015,2,2,0
fintrac,2017,1,1,0
gac,2008,1,1,0
gac,2009,3,3,0
gac,2010,1,1,0
gac,2011,2,2,0
gac,2012,2,2,0
gac,2013,1,1,0
gac,2014,2,2,0
gac,2015,2,2,0
gac,2016,6,6,0
gac,2017,6,4,2
hc,2010,1,1,0
hc,2012,1,1,0
hc,2013,3,3,0
hc,2014,3,3,0
hc,2015,4,4,0
hc,2016,2,2,0
hc,2017,1,0,1
ic,2008,2,2,0
ic,2009,1,1,0
ic,2010,2,2,0
ic,2011,3,3,0
ic,2012,5,5,0
ic,2013,7,7,0
ic,2014,7,7,0
ic,2015,5,5,0
ic,2016,5,5,0
ic,2017,6,6,0
inac,2013,1,1,0
inac,2014,1,1,0
inac,2015,2,2,0
inac,2016,2,2,0
inac,2017,3,3,0
infra,2008,1,1,0
infra,2009,1,1,0
infra,2010,1,1,0
infra,2011,1,1,0
infra,2012,2,2,0
infra,2015,1,1,0
infra,2016,2,2,0
infra,2017,1,1,0
ircc,2010,7,7,0
ircc,2011,6,6,0
ircc,2012,7,7,0
ircc,2013,5,5,0
ircc,2014,7,7,0
ircc,2015,4,4,0
ircc,2016,4,4,0
ircc,2017,4,4,0
just,2011,2,2,0
just,2012,2,2,0
just,2013,2,1,1
just,2014,3,2,1
just,2015,4,3,1
just,2016,2,2,0
just,2017,3,2,1
lac,2012,1,1,0
lac,2013,3,3,0
lac,2014,2,2,0
lac,2015,2,2,0
lac,2016,2,2,0
lac,2017,2,1,1
mgerc,2016,2,2,0
nrc,2009,2,2,0
nrc,2010,3,3,0
nrc,2011,2,2,0
nrc,2012,2,2,0
nrc,2013,2,2,0
nrc,2014,4,2,2
nrc,2015,1,1,0
nrc,2016,3,3,0
nrc,2017,2,1,1
nrcan,2011,1,1,0
nrcan,2012,2,2,0
nrcan,2013,1,1,0
nrcan,2014,2,2,0
nrcan,2015,2,2,0
nrcan,2016,2,2,0
nrcan,2017,2,2,0
nserc,2017,3,3,0
oag,2016,1,1,0
ocol,2017,1,1,0
osfi,2016,1,1,0
osfi,2017,1,1,0
pc,2008,2,2,0
pc,2009,1,1,0
pc,2010,1,1,0
pc,2011,1,1,0
pc,2012,1,1,0
pc,2013,1,1,0
pc,2014,1,1,0
pc,2015,3,3,0
pc,2016,1,1,0
pch,2008,1,1,0
pch,2009,1,1,0
pch,2010,2,2,0
pch,2013,1,1,0
pch,2014,1,1,0
pch,2016,1,1,0
pch,2017,3,3,0
pco,2008,1,1,0
pco,2009,3,3,0
pco,2010,1,1,0
pco,2011,1,1,0
pco,2012,1,1,0
phac,2010,1,1,0
phac,2012,1,1,0
phac,2013,3,3,0
phac,2014,3,3,0
phac,2015,4,4,0
phac,2016,1,1,0
phac,2017,1,1,0
ppsc,2017,1,1,0
pptc,2010,5,5,0
pptc,2011,4,4,0
pptc,2012,3,3,0
pptc,2013,2,2,0
pptc,2014,2,2,0
ps,2008,1,1,0
ps,2009,1,1,0
ps,2010,1,1,0
ps,2011,2,2,0
ps,2012,1,1,0
ps,2013,1,1,0
ps,2014,1,1,0
ps,2017,1,1,0
psc,2008,2,2,0
psc,2009,4,3,1
psc,2010,2,2,0
psc,2011,2,2,0
psc,2012,2,2,0
psc,2014,1,1,0
psc,2015,2,2,0
psc,2016,1,1,0
pspc,2008,10,8,2
pspc,2009,9,6,3
pspc,2010,12,11,1
pspc,2011,10,8,2
pspc,2012,10,8,2
pspc,2013,13,13,0
pspc,2014,12,11,1
pspc,2015,11,11,0
pspc,2016,12,11,1
pspc,2017,16,14,2
rcmp,2008,4,4,0
rcmp,2009,3,3,0
rcmp,2010,1,1,0
rcmp,2012,3,3,0
rcmp,2013,4,4,0
rcmp,2014,4,4,0
rcmp,2015,5,5,0
rcmp,2016,7,7,0
rcmp,2017,9,8,1
ssc,2012,2,1,1
ssc,2013,5,5,0
ssc,2014,7,7,0
ssc,2015,5,4,1
ssc,2016,10,8,2
ssc,2017,8,8,0
stats,2008,5,5,0
stats,2009,2,2,0
stats,2010,2,2,0
stats,2011,2,2,0
stats,2012,1,1,0
stats,2013,4,4,0
stats,2014,2,2,0
stats,2015,1,1,0
stats,2016,1,1,0
stats,2017,2,2,0
tbs,2008,3,3,0
tbs,2009,6,6,0
tbs,2010,5,5,0
tbs,2011,2,2,0
tbs,2012,6,6,0
tbs,2013,9,8,1
tbs,2014,13,12,1
tbs,2015,17,16,1
tbs,2016,23,21,2
tbs,2017,9,9,0
tc,2012,1,1,0
tc,2013,2,2,0
tc,2014,2,2,0
tc,2015,1,1,0
tc,2016,3,3,0
tc,2017,6,5,1
vac,2011,2,2,0
vac,2013,2,2,0
vac,2014,3,3,0
