gen_vendor_normalized,total_entries,total_contracts,total_amendments
AMS IMAGING 1998,280,278,2
CGI,161,97,64
ADVANCED BUSINESS INTERIORS,153,150,3
CANADIAN CORPS OF COMMISSIONAIRES,110,94,16
RICOH,91,82,9
XEROX,85,68,17
CARSWELL,82,63,19
LEGAL PRINT COPY,74,73,1
TRADUCTIONS TESSIER TRANSLATIONS,69,67,2
EXCEL HUMAN RESOURCES,68,55,13
ALTIS HUMAN RESOURCES,61,41,20
IRON MOUNTAIN CANADA,60,47,13
NISHA TECHONOLOGIES,57,56,1
LEXISNEXIS CANADA,56,48,8
KONICA MINOLTA BUSINESS SOLUTIONS,56,38,18
SOFTCHOICE,49,48,1
ST JOSEPH PRINT GROUP,47,43,4
EVIDENCE SOLUTIONS,44,37,7
4 OFFICE AUTOMATION,40,38,2
NORTHERN MICRO,39,39,0
CANON,38,36,2
PRA,37,33,4
MAXSYS,37,31,6
IKON DOCUMENT SERVICES T8009,37,37,0
GSI INTERNATIONAL GROUP,35,10,25
REPORTEX AGENCIES,34,33,1
CETTEC DIGITAL IMAGING,32,26,6
CBCI TELECOM CANADA,31,29,2
GRAND AND TOY,29,28,1
CACHE COMPUTER CONSULTING,29,15,14
CYBERBAHN,29,25,4
CBCI TELECOM,28,28,0
MAPLESOFT CONSULTING,27,13,14
TELECOM COMPUTER SERVICES,27,27,0
SAMSON ASSOCIAS,26,22,4
ARTEMP PERSONNEL,26,19,7
ECOLE DE LANGUES ABCE,26,25,1
TEKNION,25,24,1
COMMONWEALTH LEGAL,24,21,3
CENTRE DE LANGUES INTERNATIONALES,24,23,1
N12 CONSULTING,23,6,17
HYPERTEC,23,18,5
ADIRONDACK TECHNOLOGIES,23,23,0
MODIS CANADA,22,5,17
MICROSOFT CANADA,22,21,1
LAFORTUNE LEGAL,22,22,0
QMR,21,13,8
ARTOPEX PLUS,20,20,0
HENRI A LAF0RTUNE,20,19,1
KNOWLEDGE CIRCLE,20,19,1
NOVA NETWORKS,19,19,0
IT NET CONSULTANTS,19,12,7
GARTNER,18,14,4
PITNEY BOWES,18,18,0
ART WOODS OFFICE SUPPLIES,18,18,0
LUMARCO,17,16,1
ELYTRA ENTERPRISES,17,16,1
ECOLE DE LANGUES LA CITA,17,15,2
HAWORTH,17,16,1
TESSIER TRANSLATION,17,13,4
ASOKAN BUSINESS INTERIORS,16,16,0
SAS INSTITUTE,16,14,2
DELOITTE AND TOUCHE,16,15,1
CIA,16,8,8
DELL COMPUTER,16,16,0
DYE DURHAM,15,14,1
TRM TECHNOLOGIES,15,12,3
PUROLATOR COURIER,15,11,4
SYSTEMSCOPE,15,6,9
INLAND AUDIO VISUAL,14,14,0
ROYAL REPORTING SERVICES,14,14,0
CORADIX TECHNOLOGY CONSULTING,14,5,9
RAYMOND CHABOT GRANT THORNTON,14,10,4
THE AIM GROUP,14,8,6
GLOBAL UPHOLSTERY,14,14,0
REQUEST OFFICE SERVICES,14,14,0
QUANTUM MANAGEMENT SERVICES,14,14,0
