source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2008,71,34,37,656951.07,1780683.01
2009,108,60,48,1015172.35,6694346.91
2010,101,59,42,1063816.43,7101645.75
2011,72,31,41,558454.73,3022816.53
2012,58,23,35,466405.73,2933803.46
2013,42,21,21,367940.12,1387203.91
2014,76,41,35,685500.22,5154643.93
2015,78,37,41,679736.95,4650885797.96
2016,122,70,52,1316606.56,13281622.28
2017,96,58,38,1103561.97,11883066.08
