owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,2,2,0
agr,2014,3,3,0
agr,2015,3,2,1
agr,2016,5,2,3
agr,2017,5,4,1
cbsa,2017,1,1,0
cfia,2013,1,1,0
cfia,2017,1,1,0
cnsc,2010,1,1,0
cnsc,2011,2,1,1
cra,2008,1,1,0
cra,2010,9,8,1
cra,2011,21,16,5
cra,2012,25,16,9
cra,2013,23,11,12
cra,2014,17,10,7
cra,2015,6,4,2
cra,2016,13,6,7
cra,2017,15,3,12
csa,2008,1,1,0
csa,2010,1,1,0
csa,2016,2,1,1
csa,2017,2,0,2
dfo,2010,2,1,1
dfo,2011,4,2,2
dfo,2012,2,1,1
dfo,2013,3,1,2
dfo,2014,3,2,1
dfo,2016,2,2,0
dfo,2017,3,0,3
dnd,2008,4,4,0
dnd,2009,2,1,1
dnd,2010,4,2,2
dnd,2011,5,5,0
dnd,2012,8,6,2
dnd,2013,10,8,2
dnd,2014,4,3,1
dnd,2015,1,1,0
dnd,2016,3,2,1
dnd,2017,3,2,1
ec,2008,4,4,0
ec,2009,2,1,1
ec,2010,2,1,1
ec,2011,5,4,1
ec,2012,6,6,0
ec,2013,3,1,2
ec,2014,2,2,0
ec,2015,2,2,0
ec,2016,1,1,0
ec,2017,1,1,0
elections,2017,3,3,0
esdc,2008,2,2,0
esdc,2011,1,1,0
esdc,2012,4,4,0
esdc,2013,2,2,0
esdc,2014,3,3,0
esdc,2015,4,4,0
esdc,2016,7,5,2
esdc,2017,6,0,6
fin,2008,2,2,0
fin,2009,1,1,0
gac,2008,8,8,0
gac,2009,4,4,0
gac,2010,5,5,0
gac,2011,3,2,1
gac,2012,5,3,2
gac,2013,4,0,4
gac,2014,1,1,0
gac,2015,1,1,0
gac,2016,1,1,0
gac,2017,5,3,2
hc,2010,4,4,0
hc,2011,6,5,1
hc,2012,4,1,3
hc,2013,3,1,2
hc,2014,2,1,1
hc,2015,6,4,2
hc,2016,1,0,1
hc,2017,1,0,1
ic,2008,7,7,0
ic,2009,2,2,0
ic,2010,1,0,1
ic,2012,1,1,0
ic,2016,1,1,0
ic,2017,2,1,1
inac,2013,7,2,5
inac,2014,10,10,0
inac,2015,2,1,1
inac,2016,1,1,0
inac,2017,3,3,0
infra,2011,2,1,1
infra,2012,3,1,2
infra,2014,1,1,0
infra,2015,5,2,3
infra,2016,3,1,2
ircc,2010,6,5,1
ircc,2011,3,0,3
ircc,2012,1,1,0
ircc,2013,3,3,0
ircc,2014,3,2,1
just,2008,4,4,0
just,2009,2,2,0
just,2011,4,2,2
just,2012,6,3,3
just,2013,3,1,2
lac,2012,2,2,0
lac,2013,8,3,5
lac,2014,15,5,10
lac,2015,1,1,0
lac,2016,3,1,2
lac,2017,7,3,4
nrc,2009,1,1,0
nrc,2012,1,1,0
nrcan,2011,2,2,0
nrcan,2013,1,1,0
nrcan,2014,1,0,1
nrcan,2015,1,1,0
pc,2008,2,2,0
pc,2009,4,3,1
pc,2010,1,1,0
pch,2008,5,5,0
pch,2009,4,1,3
pch,2010,2,2,0
pch,2011,2,2,0
phac,2010,4,4,0
phac,2011,6,5,1
phac,2012,4,1,3
phac,2013,3,1,2
phac,2014,2,1,1
phac,2015,6,4,2
ppsc,2009,1,1,0
ps,2009,1,1,0
ps,2010,1,1,0
ps,2011,1,1,0
psc,2008,4,3,1
psc,2010,1,1,0
psc,2012,1,0,1
pspc,2008,16,15,1
pspc,2009,15,13,2
pspc,2010,21,11,10
pspc,2011,19,14,5
pspc,2012,5,4,1
pspc,2013,2,1,1
pspc,2015,1,1,0
rcmp,2008,3,3,0
rcmp,2010,1,1,0
rcmp,2011,3,0,3
rcmp,2012,1,1,0
rcmp,2013,1,0,1
rcmp,2014,2,1,1
ssc,2012,3,2,1
ssc,2013,1,1,0
ssc,2016,1,1,0
stats,2008,1,1,0
tbs,2008,3,3,0
tbs,2009,1,1,0
tbs,2011,1,1,0
tbs,2012,1,1,0
tbs,2013,1,0,1
tc,2011,3,2,1
tc,2012,2,1,1
tc,2016,1,1,0
tc,2017,2,0,2
