owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,4,3,1
agr,2014,11,8,3
agr,2015,6,2,4
agr,2016,2,1,1
agr,2017,4,3,1
atssc,2016,1,1,0
atssc,2017,4,2,2
cbsa,2015,7,7,0
cbsa,2017,29,16,13
ced,2011,2,1,1
ced,2012,1,1,0
cfia,2016,2,1,1
cihr,2016,1,1,0
cihr,2017,1,1,0
cnsc,2016,1,1,0
cra,2008,373,166,207
cra,2009,410,159,251
cra,2010,168,78,90
cra,2011,2,2,0
cra,2012,2,2,0
csa,2009,3,3,0
csa,2010,1,1,0
csa,2011,1,1,0
csc,2016,1,1,0
dfo,2010,1,1,0
dfo,2011,1,1,0
dfo,2012,3,2,1
dfo,2013,1,0,1
dfo,2014,1,1,0
dfo,2015,3,1,2
dfo,2016,2,1,1
dfo,2017,1,0,1
dnd,2008,9,8,1
dnd,2009,5,4,1
dnd,2010,2,0,2
dnd,2011,6,4,2
dnd,2012,2,2,0
dnd,2013,4,2,2
dnd,2014,11,8,3
dnd,2015,5,3,2
dnd,2016,2,1,1
dnd,2017,3,2,1
ec,2008,3,3,0
ec,2009,4,4,0
elections,2016,1,1,0
esdc,2009,3,3,0
esdc,2010,2,2,0
esdc,2011,1,1,0
esdc,2012,1,1,0
esdc,2014,1,1,0
esdc,2016,1,1,0
fcac,2010,3,3,0
fcac,2011,4,2,2
gac,2008,9,8,1
gac,2010,1,0,1
gac,2011,1,0,1
gac,2012,4,4,0
gac,2013,12,11,1
gac,2014,17,16,1
gac,2015,6,0,6
gac,2016,7,2,5
gac,2017,7,4,3
hc,2010,1,1,0
hc,2011,2,2,0
hc,2012,3,2,1
hc,2013,1,0,1
ic,2008,8,8,0
ic,2009,4,3,1
ic,2010,7,2,5
ic,2011,1,0,1
ic,2012,3,2,1
ic,2013,3,2,1
inac,2013,4,1,3
inac,2014,7,4,3
inac,2015,1,1,0
inac,2017,1,1,0
infra,2011,1,0,1
infra,2012,1,0,1
infra,2013,1,0,1
infra,2015,1,1,0
infra,2016,3,1,2
ircc,2010,23,18,5
ircc,2011,21,8,13
ircc,2012,19,6,13
ircc,2013,26,9,17
ircc,2014,11,6,5
ircc,2015,22,18,4
ircc,2016,41,26,15
ircc,2017,27,13,14
just,2008,24,24,0
just,2009,28,10,18
just,2010,15,5,10
just,2011,11,6,5
just,2012,19,11,8
just,2013,19,12,7
just,2014,19,12,7
just,2015,15,8,7
just,2016,8,6,2
just,2017,3,3,0
lac,2012,1,1,0
nserc,2017,2,2,0
osfi,2016,5,3,2
osfi,2017,3,0,3
pc,2009,1,1,0
pc,2015,1,1,0
pc,2016,1,0,1
pc,2017,1,0,1
pco,2017,1,1,0
phac,2010,1,1,0
phac,2011,2,2,0
phac,2012,3,2,1
phac,2013,1,0,1
psc,2008,3,2,1
psc,2009,1,1,0
psc,2010,2,2,0
psc,2013,1,1,0
psc,2015,1,1,0
pspc,2008,234,220,14
pspc,2009,36,35,1
pspc,2010,28,25,3
pspc,2011,12,7,5
pspc,2012,8,3,5
pspc,2014,1,1,0
pspc,2015,1,1,0
pspc,2017,1,1,0
rcmp,2008,3,2,1
rcmp,2011,1,1,0
rcmp,2012,1,0,1
rcmp,2013,2,0,2
rcmp,2014,23,13,10
rcmp,2015,24,9,15
rcmp,2016,54,7,47
rcmp,2017,14,2,12
ssc,2012,2,1,1
ssc,2013,3,3,0
ssc,2014,2,1,1
ssc,2015,2,1,1
ssc,2016,1,0,1
ssc,2017,5,3,2
sshrc,2017,2,2,0
stats,2009,2,2,0
stats,2010,5,5,0
tbs,2008,1,1,0
tbs,2009,1,1,0
tbs,2010,4,3,1
tbs,2011,2,2,0
tbs,2012,3,3,0
tbs,2013,3,0,3
tbs,2014,1,1,0
tbs,2015,1,1,0
tc,2011,1,1,0
tc,2012,5,2,3
tc,2013,1,0,1
vac,2011,7,1,6
