owner_acronym,source_year,total_entries,total_contracts,total_amendments
dnd,2008,15,11,4
dnd,2009,14,13,1
dnd,2010,8,7,1
dnd,2011,13,12,1
dnd,2012,1,1,0
dnd,2013,1,0,1
dnd,2014,16,16,0
dnd,2015,13,9,4
dnd,2016,7,5,2
