owner_acronym,total_entries,total_contracts,total_amendments
dnd,909,226,683
rcmp,58,54,4
ssc,16,15,1
csc,12,9,3
gac,8,8,0
dfo,8,7,1
cbsa,6,6,0
tbs,5,4,1
tc,5,5,0
pco,5,5,0
pspc,5,5,0
ic,3,3,0
agr,3,2,1
ec,3,3,0
inac,3,3,0
nrcan,2,2,0
csa,2,2,0
just,2,2,0
ircc,2,2,0
fintrac,1,1,0
esdc,1,1,0
cra,1,1,0
cnsc,1,1,0
nrc,1,1,0
pch,1,1,0
acoa,1,1,0
