source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2015,2,0,2,0.00,100000.00
2016,10,1,9,24750.00,840973.94
2017,21,12,9,192622.38,1700762.88
