source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2015,2,0,1,1,0.00,25000.00,75000.00
2016,10,0,1,9,0.00,24750.00,840973.94
2017,21,11,1,9,168005.33,24617.05,1700762.88
