owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2008,1,1,0
agr,2015,3,3,0
agr,2017,1,1,0
atssc,2017,1,1,0
cbsa,2014,1,1,0
cbsa,2017,1,1,0
cc,2008,2,2,0
ceaa,2009,1,1,0
cfia,2012,1,1,0
cfia,2014,1,1,0
cfia,2015,1,1,0
cfia,2016,1,1,0
cgc,2017,4,4,0
cihr,2015,1,1,0
cihr,2016,5,5,0
cihr,2017,1,1,0
cnsc,2008,3,3,0
cnsc,2009,10,10,0
cnsc,2010,4,4,0
cnsc,2011,1,1,0
cra,2008,56,56,0
cra,2009,68,65,3
cra,2010,55,54,1
cra,2011,88,85,3
cra,2012,28,27,1
cra,2013,5,5,0
cra,2014,1,1,0
cra,2015,2,2,0
csa,2008,5,5,0
csa,2009,10,10,0
csa,2010,7,7,0
csa,2011,4,4,0
csa,2012,2,2,0
csa,2016,1,1,0
csc,2012,3,1,2
csc,2013,1,1,0
csc,2017,1,1,0
csps,2014,1,1,0
cta,2015,1,1,0
cta,2016,1,1,0
dfo,2010,3,2,1
dfo,2011,5,5,0
dfo,2012,6,6,0
dfo,2013,2,1,1
dfo,2014,1,1,0
dfo,2015,1,1,0
dfo,2016,5,5,0
dfo,2017,2,2,0
dnd,2008,56,56,0
dnd,2009,66,64,2
dnd,2010,68,65,3
dnd,2011,57,57,0
dnd,2012,35,35,0
dnd,2013,25,24,1
dnd,2014,37,37,0
dnd,2015,14,13,1
dnd,2016,3,3,0
dnd,2017,20,19,1
ec,2008,34,34,0
ec,2009,46,46,0
ec,2010,30,30,0
ec,2011,31,31,0
ec,2012,4,4,0
ec,2013,4,4,0
ec,2014,5,5,0
ec,2015,1,1,0
esdc,2008,6,6,0
esdc,2009,5,5,0
esdc,2010,3,3,0
esdc,2011,4,4,0
feddev,2010,2,1,1
feddev,2013,2,1,1
fin,2008,1,1,0
fin,2017,1,1,0
fintrac,2008,2,2,0
fintrac,2014,2,2,0
fintrac,2017,1,1,0
fja,2008,2,2,0
fja,2012,1,1,0
fja,2016,1,1,0
gac,2008,2,2,0
gac,2009,3,3,0
gac,2013,2,2,0
gac,2014,2,2,0
gac,2015,1,1,0
gac,2017,2,2,0
hc,2010,1,1,0
hc,2011,3,3,0
hc,2013,2,2,0
hc,2015,5,5,0
hc,2016,1,1,0
hc,2017,5,5,0
ic,2008,16,16,0
ic,2009,22,21,1
ic,2010,15,13,2
ic,2011,13,13,0
ic,2012,4,4,0
ic,2013,1,1,0
ic,2014,1,1,0
ic,2015,1,1,0
ic,2016,1,1,0
ic,2017,1,1,0
inac,2013,2,2,0
inac,2014,3,3,0
inac,2015,1,1,0
ircc,2010,1,1,0
ircc,2011,2,2,0
ircc,2013,1,1,0
ircc,2015,3,3,0
just,2008,5,5,0
just,2010,8,8,0
just,2011,3,3,0
lac,2014,3,3,0
neb,2016,3,3,0
neb,2017,1,1,0
nfb,2017,1,1,0
nrc,2009,16,16,0
nrc,2010,21,21,0
nrc,2011,7,6,1
nrcan,2011,3,3,0
nrcan,2012,4,4,0
nrcan,2013,1,1,0
nrcan,2014,3,3,0
nrcan,2016,1,1,0
nrcan,2017,4,4,0
oag,2017,4,4,0
ocl,2017,1,1,0
osfi,2016,1,1,0
osfi,2017,2,1,1
pc,2009,1,1,0
pc,2010,1,1,0
pc,2011,6,6,0
pch,2008,1,1,0
pch,2009,3,3,0
pch,2010,1,1,0
pco,2008,17,17,0
pco,2009,19,17,2
pco,2010,13,13,0
pco,2011,9,9,0
pco,2012,1,1,0
pco,2013,3,3,0
pco,2014,4,4,0
pco,2015,5,5,0
phac,2010,1,1,0
phac,2011,3,3,0
phac,2013,2,2,0
phac,2015,5,5,0
phac,2017,2,2,0
ppsc,2009,1,1,0
pptc,2010,1,1,0
pptc,2013,1,1,0
ps,2008,1,1,0
ps,2010,1,1,0
ps,2011,2,2,0
ps,2013,1,1,0
ps,2014,4,4,0
ps,2015,5,5,0
ps,2016,2,2,0
ps,2017,3,3,0
psc,2017,1,1,0
pspc,2008,14,14,0
pspc,2009,14,14,0
pspc,2010,13,13,0
pspc,2011,8,8,0
pspc,2012,4,4,0
pspc,2013,6,6,0
pspc,2014,4,4,0
pspc,2015,3,2,1
pspc,2016,3,3,0
pspc,2017,4,4,0
rcmp,2008,65,62,3
rcmp,2009,33,33,0
rcmp,2010,52,51,1
rcmp,2011,36,36,0
rcmp,2012,10,10,0
rcmp,2013,21,21,0
rcmp,2014,20,19,1
rcmp,2015,26,26,0
rcmp,2016,19,19,0
rcmp,2017,24,24,0
sirc,2017,1,1,0
ssc,2012,44,22,22
ssc,2013,25,24,1
ssc,2014,18,9,9
ssc,2015,6,5,1
ssc,2016,27,26,1
ssc,2017,45,43,2
stats,2008,3,3,0
stats,2009,2,2,0
stats,2015,1,1,0
tbs,2011,3,3,0
tbs,2016,1,1,0
tbs,2017,1,1,0
tc,2011,13,13,0
tc,2013,11,11,0
tc,2014,1,1,0
tc,2015,6,6,0
tsb,2017,5,5,0
vac,2010,2,2,0
vac,2011,3,3,0
vac,2015,1,1,0
vrab,2013,1,1,0
