owner_acronym,total_entries,total_contracts,total_amendments
pspc,106,50,56
dnd,80,65,15
dfo,35,26,9
nrc,26,17,9
ec,26,22,4
rcmp,26,21,5
agr,20,16,4
gac,10,10,0
csc,10,10,0
cfia,8,2,6
nrcan,5,5,0
pc,5,4,1
tc,2,1,1
cgc,1,1,0
ic,1,1,0
cbsa,1,1,0
ssc,1,1,0
csa,1,1,0
