source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,26,14,5,7,221133.08,124463.69,2978250.00
2017,139,72,22,45,1228902.20,547078.39,10407606.05
