source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2008,126,87,39,1460171.82,2368252.68
2009,140,91,49,1568113.80,3392137.90
2010,103,66,37,1194973.10,2769109.17
2011,112,66,46,1121383.27,3718683.08
2012,115,79,36,1352115.25,3116413.70
2013,343,123,220,1825634.29,45870174.35
2014,144,55,89,914363.64,15676324.69
2015,95,40,55,708243.48,23168896.23
2016,74,41,33,616779.59,4200401.97
2017,101,45,56,770429.83,8374221.32
