gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANADIAN CORPS OF COMMISSIONAIRES,50,48,2
XEROX,44,26,18
RICOH,38,35,3
IKON DOCUMENT SERVICES T8009,36,36,0
LEXISNEXIS CANADA,22,21,1
HYPERTEC,19,18,1
IRON MOUNTAIN CANADA CORPORATION,18,12,6
ARTEMP PERSONNEL,16,16,0
SHRED-IT,16,11,5
ALTIS HUMAN RESOURCES,15,12,3
EXCEL HUMAN RESOURCES,15,11,4
TEKNION,14,14,0
ADVANCED BUSINESS INTERIORS,12,12,0
MAKWA RESOURCING,12,9,3
CANON,12,11,1
GPRINT & SIGNS,11,11,0
KONICA MINOLTA BUSINESS SOLUTIONS,10,9,1
SOFTCHOICE,9,9,0
ACS EXPRESS,9,6,3
ST-JOSEPH PRINT GROUP,9,7,2
REQUEST OFFICE SERVICES,9,9,0
CORPORATE RESEARCH GROUP,8,7,1
GLOBAL UPHOLSTERY CO,8,8,0
NORTHERN MICRO,8,8,0
CHAU CUONG,7,7,0
ABLE TRANSLATIONS,7,7,0
LMB INTERPRETATION SYSTEMS,7,7,0
FRIDAY PROFESSIONAL GROUP,7,5,2
EXECUTRADE CONSULTANTS,7,5,2
IMATICS,7,5,2
ACCURATE,6,6,0
SPHERION WORKFORCE ARCHITECTS,6,5,1
DOCUMENTS MAJEMTA,6,5,1
DRAKE INTERNATIONAL,6,4,2
EVANS SWEENY BORDIN LLP,6,1,5
CYBERBAHN,6,3,3
DARE HR,6,6,0
SIMPLEX INDUSTRIES,5,3,2
COMPUPHILE SYSTEMS,5,5,0
JOHN DICKSON PROFESSIONAL CORP,5,3,2
KELLY SEARS CONSULTING GROUP,5,5,0
HART KATE M A,5,3,2
CETTEC DIGITAL IMAGING,5,3,2
SHARP ELECTRONICS,5,5,0
DYNAMIC PERSONNEL CONSULTANTS,5,3,2
MANPOWER,5,2,3
CANADA LAW BOOK,5,5,0
MAXSYS,5,5,0
PWGSC,5,5,0
HILL AND KNOWLTON,4,4,0
KNOWLEDGE CIRCLE,4,4,0
THOMSON CARSWELL,4,4,0
COLEMAN FRASER WHITTOME LEHAN,4,1,3
TRUNG-LAM ESTHER,4,4,0
WILSON EVELY,4,2,2
COHEN & COHEN FULL-LINE INTERIORS,4,4,0
WYRZYKOWSKI & ROBB,4,1,3
STRATUM ASSOCIATES,4,4,0
STEELCASE CANADA,4,4,0
GRAND AND TOY,4,4,0
HOUSTON RECRUITING SERVICES,4,3,1
THE CANADIAN PRESS,4,4,0
GIOVANNI TRANSLATION,4,4,0
BOW VALLEY COUNSEL,4,1,3
RANDSTAD,4,3,1
CBCI TELECOM,4,4,0
PITNEY BOWES,4,4,0
THE CORPORATE RESEARCH GROUP,4,4,0
NATHANSON SEAMAN WATTS,4,1,3
NICHOLAS ALEXANDER,4,3,1
DOWNTOWN RUNNER,4,2,2
CANMEDIATE INTERNATIONAL,4,4,0
CANADIAN PRESS,4,2,2
DOCUMENT SECURITY SYSTEMS,4,3,1
DONEY LAW OFFICE,4,1,3
MARGARET MICHAELS HRC,4,3,1
AZUR RESSOURCES HUMAINES LTA C E,4,4,0
MILLER THOMSON LLP,4,1,3
MACISAAC CLARKE & DUFFY,4,1,3
CREIGHTON SHATFORD,4,1,3
PUSHOR MITCHELL LLP,4,1,3
DONNELLY & MURPHY,4,1,3
NORTHWESTEL,4,4,0
THOMPSON LEROSE & BROWN,4,2,2
GAON STEVEN C,4,4,0
CENTRE DE LANGUES INTERNATIONALES,4,1,3
ALLIANCE FRANCAISE,3,3,0
AVIK KUMAR GHOSH,3,1,2
CORCAN,3,3,0
LAW OFFICE OF TILTON T DONIHEE,3,1,2
ALLIANCE FRANA?AISE,3,2,1
LEBLANC DOSTIE,3,1,2
KIRBY ROBINSON TRESLAN,3,1,2
ATLANTICA LAW GROUP,3,1,2
LEXIS NEXIS QUICKLAW,3,3,0
JOSEPH M CHAPMAN,3,1,2
INNIRVIK SUPPORT SERVICES,3,3,0
KAUN LAW CORPORATION,3,1,2
ARNOT HEFFERNAN SLOBODIAN,3,1,2
AJILON,3,3,0
