gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,2011,2,2,0
ALTIS HUMAN RESOURCES,2013,2,2,0
ALTIS HUMAN RESOURCES,2014,2,0,2
ALTIS HUMAN RESOURCES,2015,3,3,0
ALTIS HUMAN RESOURCES,2016,5,3,2
ALTIS HUMAN RESOURCES,2017,3,3,0
ARTEMP PERSONNEL,2008,4,4,0
ARTEMP PERSONNEL,2009,5,5,0
ARTEMP PERSONNEL,2010,2,2,0
ARTEMP PERSONNEL,2012,1,1,0
ARTEMP PERSONNEL,2015,1,1,0
ARTEMP PERSONNEL,2016,1,1,0
ARTEMP PERSONNEL,2017,2,2,0
CANADIAN CORPS OF COMMISSIONAIRES,2008,3,3,0
CANADIAN CORPS OF COMMISSIONAIRES,2009,4,4,0
CANADIAN CORPS OF COMMISSIONAIRES,2010,3,3,0
CANADIAN CORPS OF COMMISSIONAIRES,2011,5,5,0
CANADIAN CORPS OF COMMISSIONAIRES,2012,4,4,0
CANADIAN CORPS OF COMMISSIONAIRES,2013,6,6,0
CANADIAN CORPS OF COMMISSIONAIRES,2014,6,6,0
CANADIAN CORPS OF COMMISSIONAIRES,2015,8,7,1
CANADIAN CORPS OF COMMISSIONAIRES,2016,4,3,1
CANADIAN CORPS OF COMMISSIONAIRES,2017,7,7,0
HYPERTEC,2010,9,9,0
HYPERTEC,2011,4,3,1
HYPERTEC,2012,1,1,0
HYPERTEC,2013,2,2,0
HYPERTEC,2014,2,2,0
HYPERTEC,2015,1,1,0
IKON DOCUMENT SERVICES T8009,2008,6,6,0
IKON DOCUMENT SERVICES T8009,2009,4,4,0
IKON DOCUMENT SERVICES T8009,2010,10,10,0
IKON DOCUMENT SERVICES T8009,2011,15,15,0
IKON DOCUMENT SERVICES T8009,2012,1,1,0
IRON MOUNTAIN CANADA,2011,2,2,0
IRON MOUNTAIN CANADA,2012,4,3,1
IRON MOUNTAIN CANADA,2013,8,5,3
IRON MOUNTAIN CANADA,2014,4,2,2
LEXISNEXIS CANADA,2008,8,8,0
LEXISNEXIS CANADA,2009,3,3,0
LEXISNEXIS CANADA,2010,3,3,0
LEXISNEXIS CANADA,2011,1,1,0
LEXISNEXIS CANADA,2012,1,1,0
LEXISNEXIS CANADA,2013,1,1,0
LEXISNEXIS CANADA,2015,2,2,0
LEXISNEXIS CANADA,2016,3,2,1
RICOH,2009,4,4,0
RICOH,2010,2,2,0
RICOH,2012,5,5,0
RICOH,2013,6,6,0
RICOH,2014,6,6,0
RICOH,2015,5,4,1
RICOH,2016,6,6,0
RICOH,2017,4,2,2
SHRED IT,2008,1,1,0
SHRED IT,2010,1,1,0
SHRED IT,2011,2,2,0
SHRED IT,2012,2,2,0
SHRED IT,2013,6,3,3
SHRED IT,2014,3,2,1
SHRED IT,2017,1,0,1
XEROX,2008,5,5,0
XEROX,2009,1,1,0
XEROX,2010,9,9,0
XEROX,2011,2,1,1
XEROX,2012,9,9,0
XEROX,2013,5,3,2
XEROX,2014,5,3,2
XEROX,2015,4,1,3
XEROX,2016,2,1,1
XEROX,2017,1,0,1
