owner_acronym,effective_year,sum_yearly_value
agr,2012,190333.43
agr,2013,190333.43
agr,2014,153455.51
agr,2015,182855.51
agr,2016,1508095.71
agr,2017,174811.00
atssc,2016,373303.70
atssc,2017,875261.76
cbsa,2014,29798.10
cbsa,2015,132243.90
cbsa,2016,237410.68
cbsa,2017,35944.60
cfia,2013,245673.30
cfia,2014,95514.95
cnsc,2009,224742.00
cnsc,2010,300440.70
cnsc,2013,72207.00
cnsc,2014,72207.00
cnsc,2015,446864.15
cnsc,2016,604499.15
cnsc,2017,298320.00
cra,2009,105842.10
crtc,2017,1620093.75
csc,2015,31696583.00
csc,2016,3304120.00
csc,2017,2000572.06
csps,2016,88987.51
csps,2017,88987.51
dfo,2008,263333.33
dfo,2009,263333.33
dfo,2010,307433.33
dfo,2011,644548.60
dfo,2013,7424.48
dnd,2009,48251.50
dnd,2012,44667.80
dnd,2013,9683.00
dnd,2014,9683.00
ec,2008,137147.58
ec,2009,48880.00
ec,2010,267600.00
ec,2011,306500.00
ec,2012,264200.00
ec,2013,443834.50
ec,2014,60754.50
esdc,2010,154980.00
esdc,2011,58590.00
esdc,2012,18427.50
esdc,2013,693477.71
esdc,2014,481873.60
esdc,2015,507049.60
esdc,2016,595550.37
esdc,2017,358687.75
fcac,2016,62150.00
fcac,2017,62150.00
fin,2010,44100.00
fin,2011,69326.78
fin,2012,75666.08
fin,2013,319558.36
fin,2014,499978.67
fin,2015,961137.32
fin,2016,275245.40
fin,2017,603705.89
fintrac,2008,41250.00
fintrac,2009,41250.00
gac,2012,302861.75
gac,2013,261601.69
gac,2014,261601.69
gac,2015,234722.75
gac,2016,35530.59
gac,2017,35530.59
hc,2011,26950.50
hc,2012,2364683.25
hc,2013,2450732.75
hc,2014,52545.00
hc,2015,1372452.80
hc,2016,3397486.25
hc,2017,4794786.24
ic,2009,10364.00
ic,2010,615469.50
ic,2011,1210583.50
ic,2012,927506.00
ic,2013,225123.00
ic,2014,357910.00
ic,2015,108262.00
ic,2016,1845070.00
ic,2017,-722873.25
inac,2017,56234.27
infra,2011,31563.73
infra,2012,8104.93
ircc,2011,38098.20
ircc,2012,96300.58
ircc,2013,265711.25
ircc,2014,269853.50
ircc,2015,114637.25
ircc,2016,56000.00
ircc,2017,56000.00
just,2009,381758.73
just,2010,381758.73
just,2013,621500.00
just,2014,621500.00
just,2017,73862.45
nrc,2011,34662.00
nrc,2012,75823.00
nrc,2014,22600.00
nrc,2015,22600.00
nrc,2017,573475.00
nrcan,2011,23989.90
nrcan,2012,221660.80
nrcan,2014,24973.00
nrcan,2016,999626.25
nrcan,2017,999626.25
oag,2017,43646.24
pc,2008,20394.29
pco,2013,143793.63
pco,2014,252717.73
pco,2015,154499.26
phac,2011,71556.12
phac,2012,5362782.38
phac,2013,5484534.23
phac,2014,131720.15
phac,2015,975235.20
phac,2016,623110.25
phac,2017,623110.25
pptc,2011,31491.08
pptc,2012,59491.08
pptc,2013,105608.13
pptc,2014,164245.38
pptc,2015,86637.25
pptc,2016,28000.00
pptc,2017,28000.00
ps,2011,19323.00
ps,2012,290624.22
ps,2013,290624.22
ps,2014,251808.72
psc,2011,58768.00
pspc,2008,210487.94
pspc,2009,225844.19
pspc,2010,49796.25
pspc,2011,237645.05
pspc,2013,75827.91
pspc,2014,54958.05
rcmp,2011,579181.50
rcmp,2012,150158.17
rcmp,2013,150158.17
rcmp,2014,150158.17
rcmp,2015,566310.80
rcmp,2016,283155.40
rcmp,2017,283155.40
ssc,2012,4230156.35
ssc,2013,614042.00
ssc,2014,1231547.45
ssc,2015,165655.74
ssc,2017,227995.30
sshrc,2017,20114.00
stats,2010,24937.50
stats,2011,168959.30
stats,2012,250115.90
tbs,2008,57240.00
tbs,2012,1842355.76
tbs,2013,977679.76
tbs,2014,957339.76
tbs,2015,834810.10
tc,2011,699187.50
tc,2012,766946.00
tc,2013,766946.00
tc,2014,748907.50
tc,2015,87405.50
tc,2016,12486.50
