owner_acronym,total_entries,total_contracts,total_amendments
dnd,373,370,3
rcmp,77,76,1
nrc,17,16,1
ic,14,13,1
dfo,13,12,1
cra,6,6,0
stats,2,2,0
cfia,1,1,0
