gen_vendor_normalized,total_entries,total_contracts,total_amendments
METAFORE TECHNOLOGIES,1,1,0
ADT SECURITY,1,1,0
ADVANCED BUSINESS INTERIORS ABI,1,1,0
ADVANCED CHIPPEWA TECHNOLOGIES,1,1,0
ALLIANCE FRANCAISE DE MONCTON,1,1,0
ALLWEST FURNISHINGS,1,1,0
AMS IMAGING,1,1,0
ANTHONY MACAULEY ASSOCIATES,1,1,0
ANTHONY MACAULEY ASSOCIATES VICTORIA,1,1,0
APPROVISIONNEMENT POPULAIRE,1,1,0
APS ANTIAN PROFESSIONAL SERVICES,1,1,0
APS ANTIAN PROFESSIONAL SSERVICES,1,1,0
AVW TELAV,1,1,0
BDO CANADA,1,1,0
BEN BISHOP,1,1,0
BERRN CONSULTING,1,1,0
CANADIAN INSTITUTE FOR CONFLICT RESOLUTION CICR,1,1,0
CBCI TELECOM,1,1,0
CENTRE FOR EXCELLENCE IN COMMUNICATIONS,1,1,0
CLA PERSONNEL,1,1,0
COGENT,1,1,0
COLLIERS INTERNATIONAL REALTY,1,1,0
COMMUNITY EMPLOYEMENT AGENCY,1,1,0
COMPUTER MEDIA GROUP,1,1,0
CORADIX TECHNOLOGY CONSULTING,1,1,0
CRD DISTRIBUTION,1,1,0
CRITICAL CONTROL SOLUTIONS,1,1,0
CROWN ENTERPRISES,1,1,0
CROWN STORE,1,1,0
DAVID APLIN AND ASSOCIATES,1,1,0
DAVID LASWISSE,1,1,0
DELSEC,1,1,0
DEMENAGEMENT SLBL MOVING,1,1,0
DISPLAY LAMINATING,1,1,0
DJ IRELAND ASSOCIATES,1,1,0
DOMINIQUE JOSEPH,1,1,0
DON CLAIRMONT,1,1,0
DONNA NIXON,1,1,0
DOUG EWART,1,1,0
DR ELAINE PRESSMAN,1,1,0
EMC EDUCATION SERVICES,1,1,0
EPSI,1,1,0
EVALUATION PERSONNEL SELECTION INTERNATIONAL EPSI,1,1,0
FAILTH PEGAHMAGABOW,1,1,0
FIX ALL MAINTENANCE,1,1,0
FORENSIC ASSESSMENT RESEARCH,1,1,0
FOUNDATION OF ADMINISTRATIVE JUSTICE,1,1,0
FRANCA CORTONI PHD CPSYCH,1,1,0
FRANKLIN COVEY,1,1,0
FRANKLIN COVEY CANADA,1,1,0
GRAND AND TOY,1,1,0
GREY OAK CONSULTING,1,1,0
HEARTWOOD CONSTRUCTION,1,1,0
HEENAN BLAIKIE,1,1,0
HUMAN RESOURCE SYSTEMS GROUP,1,1,0
HUNT PERSONNEL,1,1,0
HYPERACTIVE PRODUCTIONS,1,1,0
ISTS,1,1,0
JAMES A OGILVY,1,1,0
JAMES MCCRINDELL,1,1,0
JAMES OGILVY,1,1,0
JAMES Q MCCRINDELL,1,1,0
JAMES VANTOUR,1,1,0
JEAN M FILION,1,1,0
JKE MARTIN CONSULTING,1,1,0
JOSHUA BLACK,1,1,0
KEVIN S DOUGLAS,1,1,0
KNOWLEDGE CIRCLE,1,1,0
KONICA MINOLTA,1,1,0
LABORTEK PERSONNEL SERVICES,1,1,0
LANGEVIN LEARNING SERVICES,1,1,0
