owner_acronym,effective_year,sum_yearly_value
dnd,2011,960000.00
dnd,2012,960000.00
dnd,2013,320000.00
dnd,2014,160000.00
dnd,2015,160000.00
dnd,2016,160000.00
dnd,2017,160000.00
hc,2011,73452.96
hc,2012,7258.13
hc,2013,7258.13
hc,2015,16000.00
phac,2010,11854.08
phac,2011,45017.28
phac,2012,7258.13
phac,2013,7258.13
phac,2015,95650.00
phac,2016,79650.00
pspc,2011,16880340.00
pspc,2012,20199610.83
pspc,2013,21951493.15
pspc,2014,21951493.15
pspc,2015,16606770.83
pspc,2016,345333.33
pspc,2017,345333.33
