owner_acronym,total_entries,total_contracts,total_amendments
cra,478,190,288
ic,121,56,65
esdc,90,90,0
dnd,88,63,25
ircc,58,36,22
rcmp,45,24,21
pspc,44,36,8
just,22,5,17
lac,20,7,13
cnsc,16,10,6
hc,13,10,3
phac,12,10,2
ec,12,8,4
cbsa,10,8,2
gac,10,6,4
cta,9,1,8
dfo,8,6,2
ps,7,6,1
ssc,7,2,5
nrc,7,2,5
psc,7,3,4
pc,7,2,5
tbs,6,3,3
cfia,6,3,3
neb,5,5,0
pptc,4,4,0
vac,3,2,1
elections,3,3,0
ppsc,2,1,1
chrc,2,2,0
agr,2,1,1
fin,1,1,0
csps,1,1,0
csc,1,1,0
stats,1,1,0
tc,1,1,0
pco,1,1,0
nrcan,1,1,0
