owner_acronym,total_entries,total_contracts,total_amendments
phac,133,87,46
hc,116,69,47
pspc,109,63,46
csc,60,47,13
ec,32,20,12
dfo,27,22,5
esdc,18,18,0
nrc,16,4,12
stats,11,11,0
ic,11,11,0
inac,10,7,3
pch,7,7,0
neb,6,3,3
tc,6,3,3
nrcan,6,6,0
dnd,5,5,0
ceaa,4,2,2
tbs,4,1,3
fja,4,2,2
cihr,3,3,0
just,3,1,2
cas,2,2,0
crtc,2,2,0
cra,2,2,0
gac,2,2,0
ced,2,2,0
cfia,2,2,0
tsb,1,1,0
cbsa,1,1,0
infra,1,1,0
osfi,1,1,0
ps,1,1,0
atssc,1,1,0
