owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2011,1,1,0
acoa,2015,1,1,0
agr,2013,12,6,6
agr,2014,3,2,1
agr,2015,4,3,1
agr,2016,7,5,2
agr,2017,2,2,0
atssc,2016,2,2,0
atssc,2017,2,2,0
cas,2016,1,1,0
cbsa,2014,5,5,0
cbsa,2015,6,4,2
cbsa,2016,1,0,1
cbsa,2017,3,3,0
cc,2016,1,1,0
cc,2017,2,2,0
ceaa,2008,8,8,0
ceaa,2009,6,2,4
ceaa,2010,2,1,1
ceaa,2011,1,1,0
ceaa,2012,1,1,0
ceaa,2013,4,2,2
ceaa,2014,1,0,1
ced,2008,2,2,0
ced,2009,2,2,0
cfia,2011,1,1,0
cfia,2012,4,4,0
cfia,2013,3,2,1
cfia,2014,5,3,2
cfia,2015,7,5,2
cfia,2016,7,4,3
cfia,2017,5,4,1
chrc,2015,2,2,0
cihr,2015,1,1,0
cihr,2016,2,1,1
cihr,2017,2,1,1
cnsc,2009,7,7,0
cnsc,2010,22,12,10
cnsc,2011,15,6,9
cnsc,2012,14,14,0
cnsc,2013,11,6,5
cnsc,2014,6,4,2
cnsc,2015,6,2,4
cnsc,2016,3,1,2
cnsc,2017,4,2,2
cpc,2017,3,3,0
cra,2008,5,3,2
cra,2009,3,3,0
cra,2010,8,8,0
cra,2011,37,17,20
cra,2012,25,14,11
cra,2013,25,12,13
cra,2014,11,8,3
cra,2015,9,8,1
cra,2016,19,9,10
cra,2017,22,7,15
crtc,2017,1,1,0
csa,2009,2,2,0
csa,2010,1,1,0
csa,2013,2,2,0
csc,2013,2,2,0
csc,2014,13,11,2
csc,2015,8,8,0
csc,2016,6,6,0
csc,2017,5,5,0
csps,2012,2,2,0
csps,2013,3,3,0
csps,2014,3,3,0
csps,2015,5,5,0
csps,2016,2,1,1
cta,2016,3,2,1
cta,2017,3,2,1
dfo,2010,60,52,8
dfo,2011,17,9,8
dfo,2012,7,4,3
dfo,2013,24,17,7
dfo,2014,20,11,9
dfo,2015,17,10,7
dfo,2016,13,10,3
dfo,2017,18,11,7
dnd,2008,11,11,0
dnd,2009,17,14,3
dnd,2010,21,18,3
dnd,2011,57,48,9
dnd,2012,46,37,9
dnd,2013,66,57,9
dnd,2014,55,50,5
dnd,2015,61,55,6
dnd,2016,15,12,3
dnd,2017,33,26,7
ec,2008,87,87,0
ec,2009,82,61,21
ec,2010,81,50,31
ec,2011,57,28,29
ec,2012,43,27,16
ec,2013,58,41,17
ec,2014,37,16,21
ec,2015,17,16,1
ec,2016,15,13,2
ec,2017,10,7,3
elections,2016,1,1,0
elections,2017,1,1,0
esdc,2008,13,13,0
esdc,2009,20,20,0
esdc,2010,8,8,0
esdc,2011,17,17,0
esdc,2012,5,5,0
esdc,2013,6,6,0
esdc,2014,13,13,0
esdc,2015,10,10,0
esdc,2016,5,4,1
esdc,2017,5,3,2
fcac,2010,1,1,0
fcac,2011,4,1,3
fcac,2016,1,1,0
feddev,2014,4,2,2
feddev,2015,2,0,2
fin,2008,3,3,0
fin,2009,4,3,1
fin,2010,7,2,5
fin,2011,2,2,0
fin,2012,2,1,1
fin,2013,1,1,0
fin,2014,1,1,0
fin,2015,3,2,1
fin,2016,2,1,1
fin,2017,2,1,1
fintrac,2009,2,2,0
fintrac,2010,1,1,0
fintrac,2011,2,2,0
fintrac,2012,1,1,0
fintrac,2015,1,1,0
fja,2008,1,1,0
fja,2010,2,1,1
fja,2011,4,2,2
fja,2013,2,2,0
fja,2014,11,6,5
fja,2015,1,1,0
fja,2016,4,4,0
fja,2017,4,3,1
gac,2008,20,20,0
gac,2009,29,22,7
gac,2010,28,15,13
gac,2011,26,22,4
gac,2012,28,18,10
gac,2013,49,30,19
gac,2014,39,21,18
gac,2015,50,30,20
gac,2016,23,16,7
gac,2017,28,22,6
hc,2010,5,5,0
hc,2011,19,16,3
hc,2012,24,16,8
hc,2013,146,116,30
hc,2014,136,95,41
hc,2015,122,78,44
hc,2016,65,45,20
hc,2017,37,26,11
ic,2008,53,53,0
ic,2009,45,44,1
ic,2010,32,25,7
ic,2011,35,24,11
ic,2012,34,20,14
ic,2013,53,32,21
ic,2014,41,25,16
ic,2015,52,30,22
ic,2016,41,23,18
ic,2017,58,34,24
inac,2013,12,10,2
inac,2014,18,12,6
inac,2015,25,17,8
inac,2016,15,6,9
inac,2017,6,3,3
infra,2008,2,2,0
infra,2009,13,13,0
infra,2010,11,11,0
infra,2011,9,7,2
infra,2012,5,5,0
infra,2013,1,1,0
infra,2014,2,2,0
infra,2015,2,2,0
infra,2016,8,7,1
infra,2017,5,5,0
ircc,2010,10,8,2
ircc,2011,2,2,0
ircc,2012,61,47,14
ircc,2013,86,47,39
ircc,2014,64,30,34
ircc,2015,60,37,23
ircc,2016,41,32,9
ircc,2017,71,23,48
isc,2017,3,3,0
just,2008,14,14,0
just,2009,24,19,5
just,2010,5,5,0
just,2011,7,4,3
just,2012,5,5,0
just,2013,3,3,0
just,2014,4,1,3
just,2015,3,2,1
just,2016,3,2,1
lac,2012,3,3,0
lac,2013,13,4,9
lac,2014,6,4,2
lac,2015,6,4,2
lac,2016,3,1,2
lac,2017,2,1,1
mgerc,2016,2,2,0
mgerc,2017,1,1,0
nrc,2009,15,12,3
nrc,2010,11,10,1
nrc,2011,17,12,5
nrc,2012,7,4,3
nrc,2013,5,2,3
nrc,2014,11,8,3
nrc,2015,17,9,8
nrc,2016,18,4,14
nrc,2017,19,5,14
nrcan,2011,32,31,1
nrcan,2012,20,14,6
nrcan,2013,19,14,5
nrcan,2014,22,13,9
nrcan,2015,22,11,11
nrcan,2016,15,13,2
nrcan,2017,16,9,7
nserc,2017,1,1,0
ocol,2017,1,1,0
oic,2017,1,1,0
osfi,2016,2,1,1
osfi,2017,7,4,3
oto,2013,3,2,1
oto,2016,1,1,0
pbc,2009,1,1,0
pbc,2010,1,1,0
pc,2008,16,15,1
pc,2009,13,13,0
pc,2010,13,11,2
pc,2011,7,7,0
pc,2012,9,7,2
pc,2013,11,6,5
pc,2014,12,7,5
pc,2015,16,11,5
pc,2016,22,16,6
pc,2017,11,7,4
pch,2008,38,38,0
pch,2009,24,21,3
pch,2010,27,11,16
pch,2011,16,6,10
pch,2012,4,4,0
pch,2013,5,4,1
pch,2014,5,4,1
pch,2015,9,7,2
pch,2016,3,2,1
pch,2017,7,4,3
pco,2008,13,12,1
pco,2009,3,3,0
pco,2010,4,4,0
pco,2011,1,1,0
pco,2012,3,2,1
pco,2013,8,8,0
pco,2014,7,4,3
pco,2015,5,4,1
pco,2016,4,2,2
pco,2017,6,5,1
phac,2010,5,5,0
phac,2011,19,16,3
phac,2012,24,16,8
phac,2013,146,116,30
phac,2014,136,95,41
phac,2015,122,78,44
phac,2016,57,42,15
phac,2017,7,5,2
pmprb,2017,1,1,0
ppsc,2008,1,1,0
ppsc,2009,2,2,0
ppsc,2011,2,2,0
ppsc,2012,1,1,0
ppsc,2013,3,2,1
ppsc,2015,2,1,1
ppsc,2016,2,1,1
ppsc,2017,2,1,1
pptc,2010,3,3,0
pptc,2011,12,12,0
pptc,2012,30,28,2
pptc,2013,27,13,14
pptc,2014,3,2,1
ps,2008,9,9,0
ps,2009,14,14,0
ps,2010,6,6,0
ps,2011,8,8,0
ps,2012,7,7,0
ps,2013,3,3,0
ps,2014,4,4,0
ps,2015,6,6,0
ps,2016,5,2,3
ps,2017,3,1,2
psc,2008,1,1,0
psc,2009,1,1,0
psc,2010,1,1,0
psc,2011,1,1,0
psc,2012,3,2,1
psc,2013,2,2,0
psc,2014,2,1,1
psc,2015,1,1,0
psc,2016,3,2,1
psc,2017,1,0,1
pspc,2008,48,46,2
pspc,2009,61,36,25
pspc,2010,53,40,13
pspc,2011,21,12,9
pspc,2012,34,21,13
pspc,2013,32,17,15
pspc,2014,20,12,8
pspc,2015,17,12,5
pspc,2016,12,7,5
pspc,2017,7,6,1
rcmp,2008,7,5,2
rcmp,2009,2,2,0
rcmp,2010,6,3,3
rcmp,2011,6,2,4
rcmp,2015,1,1,0
ssc,2012,22,11,11
ssc,2013,22,14,8
ssc,2014,9,7,2
ssc,2015,7,6,1
ssc,2016,18,10,8
ssc,2017,7,3,4
sshrc,2017,2,2,0
stats,2008,1,1,0
stats,2010,3,3,0
stats,2011,3,3,0
stats,2013,2,2,0
stats,2014,1,1,0
stats,2015,1,1,0
stats,2017,3,3,0
swc,2016,2,2,0
swc,2017,11,10,1
tbs,2008,2,2,0
tbs,2009,15,15,0
tbs,2010,12,7,5
tbs,2011,7,5,2
tbs,2012,5,2,3
tbs,2013,6,3,3
tbs,2014,2,1,1
tbs,2015,5,3,2
tbs,2016,3,2,1
tbs,2017,3,1,2
tc,2011,29,27,2
tc,2012,16,15,1
tc,2013,11,8,3
tc,2014,15,11,4
tc,2015,8,7,1
tc,2016,9,5,4
tc,2017,5,3,2
vac,2017,3,2,1
